,0
154,653a48f5
155,67961766
156,68dd409e
157,692a88e6
158,6b889021
159,6e916de8
160,6f2f57c1
161,7192fddc
162,7257420c
163,782c1305
164,7add4c5f
165,7dc95912
166,7e1054e7
167,80c45ed6
168,81dc4a94
169,82b99576
170,84d1e469
171,863880b7
172,881583a6
173,8c7f81df
174,8ec6dab6
175,91223b83
176,94de6a6a
177,964e8cfd
178,97f4c236
179,9a356ab9
180,9a69672b
181,9a7c1f83
182,9b3ea809
183,9dc1889e
184,9e2ce5e3
185,a2473d62
186,a4e8a997
187,a60a09cf
188,a8e25ebb
189,aa233654
190,aa48c94a
191,adebe223
192,af7a8296
193,b1f8326d
194,b49caed3
195,b83c1acf
196,b97c9f77
197,bb31b82b
198,bed06fac
199,c0e0f834
200,c22d3f18
201,c518d1b1
202,c7124b73
203,cc592808
204,cd85758f
205,cfde27ba
206,d0faf7e4
207,d103dd6e
208,d1a4fb3f
209,d5ca80c6
210,d7467392
211,d9e9f554
212,e1469561
213,e41a903b
214,e71b4ce6
215,ef2a3cfb
216,f0ae7203
217,f264e0df
218,f292725f
219,f297e878
220,f6af2457
221,fa446c16
222,fce96bac
223,fe1916ba
224,ffb86d3c
225,096456f9
226,0f250098
227,0fa1e7a9
228,1f3bece8
229,1f653d27
230,24ad3ebe
231,26b28ea7
232,27c30960
233,2fa39636
234,37fc5d97
235,412c675c
236,42beb5eb
237,44715c1c
238,48a8a69d
239,6736bc64
240,6f689791
241,798f702a
242,7bae88ed
243,83957201
244,85834399
245,8625475c
246,8a325749
247,8fe52b97
248,af130f12
249,b11a05d2
250,ca48dc76
251,caedb73a
252,caf9fceb
253,f428ca69
254,f5496439
255,135c6841
256,1fe4c891
257,2aa787cf
258,3efef882
259,840c366d
260,90b94017
261,95ba4996
262,a1533da4
263,aef8dcf5
264,b737ee80
265,daf230ac
266,3c165869
267,a591c2ea
268,af405b69
269,d91a159e
270,dc75148d
271,5f814c23
272,026290a7
273,060cd039
274,099d52ad
275,0e17f595
276,105e72bb
277,1657c9fa
278,16db1582
279,171b56dc
280,1942abd7
281,1a9afd33
282,1aed7c6d
283,1bc45db9
284,23ad12d8
285,257e17e0
286,264f471d
287,27b9a84f
288,2a89ad5c
289,2ce7534c
290,3903b558
291,3aa6f4e2
292,3ca784ec
293,409c962a
294,439c84f4
295,44bc77f7
296,44c201dd
297,471a0925
298,4abefdf5
299,50ed8a7b
300,52bfbce8
301,52e228e9
302,538e1856
303,541120c7
304,56eb74ae
305,57cb3575
306,591d32f3
307,5fadb538
308,605ed0ff
309,6071a214
310,61bcb275
311,65ec06e5
312,66774579
313,66cff190
314,67c7fecb
315,6c0f6493
316,6d818f6c
317,7be5a0f3
318,7c1d8533
319,7eee5973
320,7fd25f7c
321,826268f8
322,8335f893
323,8523766b
324,86402da1
325,8a5acefd
326,8b775397
327,962f27eb
328,96c67073
329,989a2213
330,9db2bfe9
331,a6d586b7
332,a7dd45cf
333,a8cf01bc
334,a9f38bae
335,ab00c4b2
336,ab7b5acd
337,ad63d93c
338,b00dff7e
339,b0c0197e
340,b1426003
341,b41a92a3
342,b487da60
343,b6ebe225
344,b7a6f709
345,bca56796
346,bdee441c
347,c099668c
348,c24d96eb
349,c256377f
350,c4cfbe43
351,c4e1f6e0
352,c50225fa
353,c6ee87a7
354,c90c0105
355,cab100c9
356,ccea893d
357,d197e3ae
358,d57febf0
359,d9462202
360,d9ae8983
361,da7689f1
362,db9d52d2
363,dbb40d24
364,dca2797e
365,dd086776
366,e14a99a5
367,e54a0f16
368,e6db3894
369,e6e29c47
370,e8c3c5ca
371,e95c70e2
372,eee9b9e2
373,f17be97f
374,f34e6f44
375,f3cee168
376,f5e5e8b0
377,f84762e5
378,fa7895de
379,fc94edb0
380,fd32732a
381,fde2dee7
382,1816b768
383,2296b1af
384,258f4559
385,29b81b73
386,2e0d80f7
387,3bdf05d3
388,3e2ba5f7
389,41285056
390,48bfde8e
391,53d5b86f
392,6d0ad764
393,7ca023e2
394,88f8a99c
395,8910e5ef
396,9cde5de8
397,9d32f10a
398,bc196f81
399,c2d15ea5
400,e63b69c5
401,f2dd248e
402,22aa3665
403,62641b88
404,7117fb6d
405,7195ffa6
406,d874a786
407,db43cd03
408,10f2bb12
409,6940f7f3
410,dbaf8fc6
411,e8e960fd
412,ec74a8a5
413,d55aa56c
414,ec21c46b
