path,type,subtype,speaker,command,gender,age
rejects/eng/common_voice_en_22944769.wav,reject,mozilla,2,31,,
commands/233601088/ita/ita_2.wav,command,telegram_bot,141,2,Female,['40-50']
rejects/ita/common_voice_it_21400930.wav,reject,mozilla,2,31,,
commands/1415529430/ita/ita_9.wav,command,telegram_bot,238,9,Female,['20-30']
rejects/ita/three_fd32732a_nohash_1.wav,reject,google,90,31,,
rejects/ita/wow_408de0a4_nohash_1.wav,reject,google,374,31,,
commands/225920774/eng/ita_23.wav,command,telegram_bot,183,23,Male,['20-30']
commands/63445529/eng/eng_3.wav,command,telegram_bot,450,3,Male,['20-30']
commands/c1d39ce8/ita/ita_24_9.wav,command,google,103,24,,
commands/698176020/ita/ita_21.wav,command,telegram_bot,359,21,both,Female
commands/e1469561/eng/eng_22_1.wav,command,google,10,22,,
commands/6a27a9bf/ita/ita_24_0.wav,command,google,694,24,,
commands/ffd2ba2f/eng/eng_24_0.wav,command,google,142,24,,
synthetics/vocalware/neural/eng/engine7_voice3_cmd19.wav,synthetic,vocalware_neural,491,19,Female,
rejects/eng/common_voice_en_20911751.wav,reject,mozilla,2,31,,
commands/222556755/eng/eng_29.wav,command,telegram_bot,745,29,Male,['20-30']
rejects/eng/four_b46e8153_nohash_0.wav,reject,google,507,31,,
rejects/ita/go_0ab3b47d_nohash_0.wav,reject,google,742,31,,
synthetics/vocalware/neural/eng/engine2_voice9_cmd21.wav,synthetic,vocalware_neural,38,21,Female,
rejects/ita/common_voice_it_19987427.wav,reject,mozilla,2,31,,
rejects/eng/sheila_6e2ef3d5_nohash_0.wav,reject,google,82,31,,
commands/2da58b32/eng/eng_22_1.wav,command,google,796,22,,
commands/957543608/eng/eng_7.wav,command,telegram_bot,239,7,Male,['30-40']
commands/340310580/ita/ita_28.wav,command,telegram_bot,176,28,Male,['20-30']
commands/507870188/ita/ita_17.wav,command,telegram_bot,615,17,Female,['10-20']
commands/24632875/eng/eng_24_0.wav,command,google,668,24,,
rejects/ita/up_f2b8fc18_nohash_0.wav,reject,google,574,31,,
rejects/ita/common_voice_it_27389166.wav,reject,mozilla,2,31,,
rejects/eng/off_2fa39636_nohash_0.wav,reject,google,13,31,,
rejects/ita/two_59c3a7f2_nohash_0.wav,reject,google,827,31,,
rejects/eng/common_voice_en_19716968.wav,reject,mozilla,2,31,,
synthetics/google/standard/eng/GB_Wavenet_B_cmd15.wav,synthetic,google_standard,14,15,Male,
commands/5003958420/eng/eng_22.wav,command,telegram_bot,614,22,Male,['20-30']
rejects/eng/common_voice_en_20942132.wav,reject,mozilla,2,31,,
commands/690728394/ita/ita_1.wav,command,telegram_bot,300,1,ita,Male
rejects/eng/tree_05739450_nohash_0.wav,reject,google,503,31,,
rejects/eng/common_voice_en_19022782.wav,reject,mozilla,2,31,,
rejects/eng/common_voice_en_20189170.wav,reject,mozilla,2,31,,
rejects/eng/no_93ec8b84_nohash_1.wav,reject,google,72,31,,
rejects/ita/common_voice_it_20244795.wav,reject,mozilla,2,31,,
rejects/ita/go_d1d3e64d_nohash_0.wav,reject,google,159,31,,
rejects/eng/nine_d197e3ae_nohash_1.wav,reject,google,571,31,,
commands/1609876882/ita/ita_28.wav,command,telegram_bot,610,28,Female,['20-30']
rejects/eng/bed_cfde27ba_nohash_0.wav,reject,google,124,31,,
rejects/ita/common_voice_it_24388216.wav,reject,mozilla,2,31,,
rejects/ita/wow_41777abb_nohash_0.wav,reject,google,126,31,,
rejects/eng/common_voice_en_19659648.wav,reject,mozilla,2,31,,
rejects/ita/happy_324210dd_nohash_0.wav,reject,google,108,31,,
rejects/eng/common_voice_en_22775398.wav,reject,mozilla,2,31,,
commands/a4c938ce/eng/eng_24_0.wav,command,google,674,24,,
synthetics/vocalware/neural/eng/engine2_voice2_cmd3.wav,synthetic,vocalware_neural,339,3,Female,
rejects/eng/common_voice_en_19996254.wav,reject,mozilla,2,31,,
commands/222556755/ita/eng_23.wav,command,telegram_bot,745,23,Male,['20-30']
synthetics/google/standard/eng/US_Wavenet_F_cmd17.wav,synthetic,google_standard,14,17,Male,
rejects/eng/two_8fce59ff_nohash_1.wav,reject,google,57,31,,
synthetics/naturalreaders/neural/eng/sharon_us_4.wav,synthetic,naturalreaders_neural,807,4,Female,
rejects/ita/common_voice_it_17437749.wav,reject,mozilla,2,31,,
rejects/eng/common_voice_en_18797424.wav,reject,mozilla,2,31,,
commands/1700542692/ita/ita_27.wav,command,telegram_bot,423,27,Female,['20-30']
rejects/ita/common_voice_it_19306352.wav,reject,mozilla,2,31,,
rejects/eng/cat_2e73212b_nohash_0.wav,reject,google,439,31,,
rejects/ita/common_voice_it_20266268.wav,reject,mozilla,2,31,,
commands/937390897/ita/ita_21.wav,command,telegram_bot,157,21,Female,['30-40']
synthetics/vocalware/neural/ita/engine7_voice1_cmd18.wav,synthetic,vocalware_neural,368,18,Female,
rejects/eng/eight_01bb6a2a_nohash_3.wav,reject,google,288,31,,
rejects/eng/common_voice_en_20440371.wav,reject,mozilla,2,31,,
rejects/eng/on_4a1e736b_nohash_2.wav,reject,google,600,31,,
rejects/eng/wow_d2f4f431_nohash_0.wav,reject,google,697,31,,
commands/225920774/ita/eng_23.wav,command,telegram_bot,183,23,Male,['20-30']
rejects/eng/five_90b94017_nohash_0.wav,reject,google,698,31,,
commands/802288530/eng/eng_27.wav,command,telegram_bot,33,27,Male,['30-40']
commands/b06c19b0/ita/ita_24_0.wav,command,google,186,24,,
commands/953fe1ad/ita/ita_24_3.wav,command,google,62,24,,
synthetics/google/neural/ita/IT_Standard_A_cmd12.wav,synthetic,google_neural,218,12,Female,
rejects/eng/bed_541e4079_nohash_0.wav,reject,google,419,31,,
synthetics/polly/standard/eng/Amy_4.wav,synthetic,polly_standard,372,4,Female,
commands/298552117/ita/ita_29.wav,command,telegram_bot,236,29,Male,['20-30']
synthetics/vocalware/neural/eng/engine2_voice3_cmd29.wav,synthetic,vocalware_neural,117,29,Female,
rejects/ita/up_5677ec77_nohash_0.wav,reject,google,272,31,,
rejects/eng/zero_0362539c_nohash_0.wav,reject,google,560,31,,
rejects/eng/common_voice_en_19677754.wav,reject,mozilla,2,31,,
rejects/eng/house_6982fc2a_nohash_1.wav,reject,google,844,31,,
rejects/ita/on_7e783e3f_nohash_0.wav,reject,google,476,31,,
commands/466977274/ita/ita_21.wav,command,telegram_bot,266,21,Male,['20-30']
synthetics/google/standard/eng/GB_Wavenet_F_cmd9.wav,synthetic,google_standard,14,9,Male,
synthetics/vocalware/neural/eng/engine2_voice3_cmd1.wav,synthetic,vocalware_neural,117,1,Female,
synthetics/google/standard/ita/IT_Wavenet_D_cmd11.wav,synthetic,google_standard,379,11,Female,
commands/1153299253/eng/eng_29.wav,command,telegram_bot,242,29,Female,['30-40']
rejects/eng/sheila_71e6ab20_nohash_1.wav,reject,google,185,31,,
rejects/ita/on_5184ed3e_nohash_1.wav,reject,google,371,31,,
rejects/eng/nine_cdbd6969_nohash_2.wav,reject,google,636,31,,
rejects/ita/down_d8a5ace5_nohash_0.wav,reject,google,279,31,,
rejects/ita/bed_5677ec77_nohash_0.wav,reject,google,272,31,,
rejects/ita/wow_4d4e17f5_nohash_0.wav,reject,google,482,31,,
commands/957543608/ita/ita_10.wav,command,telegram_bot,239,10,Male,['30-40']
commands/267561261/ita/ita_4.wav,command,telegram_bot,686,4,Male,['20-30']
commands/30368201/ita/ita_17.wav,command,telegram_bot,306,17,Female,['20-30']
rejects/ita/up_9a7c1f83_nohash_1.wav,reject,google,499,31,,
synthetics/google/standard/eng/GB_Wavenet_F_cmd14.wav,synthetic,google_standard,14,14,Male,
rejects/ita/four_fd32732a_nohash_0.wav,reject,google,90,31,,
commands/436294034/ita/ita_14.wav,command,telegram_bot,706,14,Male,['20-30']
rejects/ita/sheila_00f0204f_nohash_1.wav,reject,google,752,31,,
rejects/eng/yes_29fb33da_nohash_4.wav,reject,google,418,31,,
rejects/eng/eight_dd6c6806_nohash_0.wav,reject,google,657,31,,
rejects/ita/sheila_1706c35f_nohash_0.wav,reject,google,687,31,,
rejects/ita/one_21832144_nohash_4.wav,reject,google,140,31,,
rejects/ita/eight_dd6c6806_nohash_0.wav,reject,google,657,31,,
rejects/ita/go_acde7e73_nohash_0.wav,reject,google,593,31,,
commands/719438104/eng/eng_26.wav,command,telegram_bot,786,26,Male,['20-30']
rejects/ita/cat_59c3a7f2_nohash_0.wav,reject,google,827,31,,
synthetics/vocalware/neural/ita/engine2_voice6_cmd9.wav,synthetic,vocalware_neural,734,9,Female,
rejects/eng/no_dca2797e_nohash_4.wav,reject,google,599,31,,
rejects/eng/eight_61a0d340_nohash_2.wav,reject,google,829,31,,
rejects/ita/common_voice_it_17544034.wav,reject,mozilla,2,31,,
rejects/ita/common_voice_it_20003208.wav,reject,mozilla,2,31,,
commands/1544136214/ita/ita_19.wav,command,telegram_bot,753,19,Female,['50-60']
rejects/ita/down_a2fefcb4_nohash_1.wav,reject,google,774,31,,
rejects/ita/down_c0445658_nohash_0.wav,reject,google,93,31,,
rejects/eng/on_5ff3f9a1_nohash_0.wav,reject,google,146,31,,
commands/1299468493/ita/ita_13.wav,command,telegram_bot,252,13,Female,['20-30']
rejects/ita/up_70a00e98_nohash_2.wav,reject,google,375,31,,
commands/1276203341/ita/ita_22.wav,command,telegram_bot,639,22,Female,['20-30']
rejects/eng/wow_9e46cfa1_nohash_1.wav,reject,google,761,31,,
commands/407575728/eng/eng_22.wav,command,telegram_bot,452,22,Male,['20-30']
commands/630722423/eng/eng_14.wav,command,telegram_bot,494,14,Male,['20-30']
commands/179492157/ita/ita_19.wav,command,telegram_bot,579,19,Male,['20-30']
rejects/eng/one_80c17118_nohash_1.wav,reject,google,628,31,,
rejects/ita/five_48bdc11c_nohash_0.wav,reject,google,139,31,,
rejects/ita/nine_4a1e736b_nohash_2.wav,reject,google,600,31,,
rejects/ita/off_b43c8f2f_nohash_2.wav,reject,google,41,31,,
rejects/ita/three_569455ff_nohash_0.wav,reject,google,650,31,,
commands/2104392071/ita/ita_4.wav,command,telegram_bot,805,4,ita,Male
rejects/eng/house_89f3ab7d_nohash_0.wav,reject,google,645,31,,
commands/2114178392/eng/eng_11.wav,command,telegram_bot,722,11,Female,['50-60']
rejects/ita/yes_1aed7c6d_nohash_0.wav,reject,google,260,31,,
rejects/eng/sheila_2250f5f2_nohash_0.wav,reject,google,461,31,,
rejects/ita/sheila_a1dd919f_nohash_1.wav,reject,google,788,31,,
rejects/ita/yes_6c429c7b_nohash_1.wav,reject,google,194,31,,
commands/726382d6/eng/eng_22_0.wav,command,google,188,22,,
commands/1ecfb537/ita/ita_24_3.wav,command,google,308,24,,
rejects/ita/wow_bfa63751_nohash_0.wav,reject,google,353,31,,
rejects/ita/marvin_5184ed3e_nohash_0.wav,reject,google,371,31,,
rejects/ita/common_voice_it_23797157.wav,reject,mozilla,2,31,,
synthetics/polly/standard/ita/Bianca_16.wav,synthetic,polly_standard,729,16,Female,
rejects/ita/common_voice_it_26222365.wav,reject,mozilla,2,31,,
rejects/eng/common_voice_en_20105175.wav,reject,mozilla,2,31,,
rejects/eng/no_50f55535_nohash_1.wav,reject,google,506,31,,
rejects/eng/five_7ea032f3_nohash_0.wav,reject,google,548,31,,
rejects/ita/common_voice_it_19990416.wav,reject,mozilla,2,31,,
rejects/ita/tree_de650823_nohash_1.wav,reject,google,177,31,,
rejects/ita/four_d9d6559e_nohash_0.wav,reject,google,715,31,,
rejects/eng/bed_1b755c65_nohash_1.wav,reject,google,773,31,,
synthetics/google/standard/eng/GB_Wavenet_A_cmd22.wav,synthetic,google_standard,14,22,Male,
rejects/eng/yes_106a6183_nohash_1.wav,reject,google,456,31,,
rejects/ita/left_742d6431_nohash_4.wav,reject,google,199,31,,
commands/f9bdf10e/eng/eng_22_0.wav,command,google,104,22,,
rejects/eng/cat_3411cf4b_nohash_0.wav,reject,google,725,31,,
rejects/eng/yes_94e6864f_nohash_0.wav,reject,google,539,31,,
synthetics/azure/neural/eng/MollyNeural_18.wav,synthetic,azure_neural,591,18,Female,
commands/927800987/ita/ita_4.wav,command,telegram_bot,640,4,Male,['20-30']
synthetics/polly/neural/eng/Emma_2.wav,synthetic,polly_neural,156,2,Female,
commands/2025799315/eng/eng_9.wav,command,telegram_bot,70,9,Female,['40-50']
synthetics/azure/neural/eng/SamNeural_28.wav,synthetic,azure_neural,857,28,Female,
commands/2127261933/eng/eng_29.wav,command,telegram_bot,17,29,Female,['20-30']
commands/190987356/ita/ita_23.wav,command,telegram_bot,726,23,Male,['20-30']
rejects/ita/common_voice_it_20004293.wav,reject,mozilla,2,31,,
rejects/eng/five_70a00e98_nohash_2.wav,reject,google,375,31,,
rejects/eng/common_voice_en_20367825.wav,reject,mozilla,2,31,,
rejects/ita/four_a24cf51c_nohash_0.wav,reject,google,495,31,,
rejects/ita/up_d90b4138_nohash_1.wav,reject,google,594,31,,
commands/1132842894/ita/ita_30.wav,command,telegram_bot,73,30,Female,['40-50']
rejects/ita/three_229978fd_nohash_0.wav,reject,google,312,31,,
synthetics/naturalreaders/neural/eng/lisa_au_26.wav,synthetic,naturalreaders_neural,618,26,Female,
rejects/eng/common_voice_en_19705953.wav,reject,mozilla,2,31,,
rejects/ita/seven_0362539c_nohash_1.wav,reject,google,560,31,,
commands/747267779/eng/eng_21.wav,command,telegram_bot,118,21,Male,['30-40']
rejects/ita/common_voice_it_21680046.wav,reject,mozilla,2,31,,
rejects/eng/common_voice_en_19497902.wav,reject,mozilla,2,31,,
commands/1202998179/eng/eng_1.wav,command,telegram_bot,783,1,Female,['10-20']
synthetics/azure/neural/eng/AmberNeural_26.wav,synthetic,azure_neural,626,26,Female,
commands/782c1305/eng/eng_22_0.wav,command,google,196,22,,
rejects/eng/three_ad6a46f1_nohash_0.wav,reject,google,607,31,,
commands/1506793015/ita/ita_29.wav,command,telegram_bot,584,29,Female,['60-70']
rejects/ita/three_cb8f8307_nohash_3.wav,reject,google,334,31,,
rejects/eng/eight_834f03fe_nohash_2.wav,reject,google,182,31,,
synthetics/vocalware/neural/eng/engine3_voice8_cmd10.wav,synthetic,vocalware_neural,54,10,Female,
rejects/eng/zero_1ecfb537_nohash_4.wav,reject,google,308,31,,
commands/5003958420/eng/eng_1.wav,command,telegram_bot,614,1,Male,['20-30']
rejects/ita/five_7e783e3f_nohash_0.wav,reject,google,476,31,,
rejects/eng/common_voice_en_18887471.wav,reject,mozilla,2,31,,
rejects/ita/eight_f4cae173_nohash_0.wav,reject,google,313,31,,
rejects/ita/cat_df1d5024_nohash_0.wav,reject,google,690,31,,
rejects/ita/one_71e6ab20_nohash_1.wav,reject,google,185,31,,
rejects/eng/zero_0132a06d_nohash_3.wav,reject,google,440,31,,
rejects/ita/common_voice_it_20112757.wav,reject,mozilla,2,31,,
rejects/eng/three_6e2ef3d5_nohash_0.wav,reject,google,82,31,,
synthetics/vocalware/neural/ita/engine7_voice1_cmd25.wav,synthetic,vocalware_neural,368,25,Female,
rejects/ita/two_f618568f_nohash_0.wav,reject,google,37,31,,
rejects/ita/common_voice_it_19870363.wav,reject,mozilla,2,31,,
commands/1908394421/eng/eng_2.wav,command,telegram_bot,714,2,Female,Female
rejects/ita/off_cd8b1781_nohash_0.wav,reject,google,744,31,,
rejects/ita/one_b49caed3_nohash_1.wav,reject,google,28,31,,
rejects/eng/bird_71e6ab20_nohash_0.wav,reject,google,185,31,,
synthetics/polly/neural/eng/Matthew_27.wav,synthetic,polly_neural,107,27,Female,
rejects/eng/seven_ad63d93c_nohash_3.wav,reject,google,565,31,,
commands/738867743/ita/ita_28.wav,command,telegram_bot,602,28,Male,['10-20']
rejects/eng/common_voice_en_20328524.wav,reject,mozilla,2,31,,
rejects/ita/common_voice_it_20041406.wav,reject,mozilla,2,31,,
synthetics/naturalreaders/neural/eng/lucy_en_0.wav,synthetic,naturalreaders_neural,394,0,Female,
commands/145347160/eng/ita_23.wav,command,telegram_bot,385,23,Male,['20-30']
commands/ffd2ba2f/eng/eng_24_2.wav,command,google,142,24,,
commands/1153694021/ita/eng_23.wav,command,telegram_bot,316,23,Male,['30-40']
rejects/eng/common_voice_en_203286.wav,reject,mozilla,2,31,,
rejects/ita/common_voice_it_26377941.wav,reject,mozilla,2,31,,
rejects/ita/sheila_96c66ab7_nohash_1.wav,reject,google,317,31,,
rejects/eng/tree_e4b02540_nohash_1.wav,reject,google,810,31,,
synthetics/google/standard/eng/GB_Wavenet_F_cmd25.wav,synthetic,google_standard,14,25,Male,
rejects/ita/right_f19c1390_nohash_0.wav,reject,google,447,31,,
rejects/eng/on_1f653d27_nohash_0.wav,reject,google,508,31,,
rejects/ita/common_voice_it_20296372.wav,reject,mozilla,2,31,,
rejects/eng/house_4407ba92_nohash_1.wav,reject,google,362,31,,
rejects/ita/cat_dbb7723a_nohash_0.wav,reject,google,310,31,,
rejects/eng/six_7ff4fc72_nohash_0.wav,reject,google,26,31,,
rejects/ita/no_8eb4a1bf_nohash_2.wav,reject,google,214,31,,
synthetics/google/standard/eng/GB_Wavenet_A_cmd24.wav,synthetic,google_standard,14,24,Male,
rejects/ita/six_21832144_nohash_4.wav,reject,google,140,31,,
synthetics/polly/neural/eng/Amy_3.wav,synthetic,polly_neural,372,3,Female,
commands/1659685150/ita/ita_24.wav,command,telegram_bot,305,24,Female,['10-20']
commands/40115b19/eng/eng_22_0.wav,command,google,653,22,,
rejects/ita/common_voice_it_25646354.wav,reject,mozilla,2,31,,
commands/2055098585/ita/ita_22.wav,command,telegram_bot,623,22,Male,['70-80']
commands/407575728/eng/eng_7.wav,command,telegram_bot,452,7,Male,['20-30']
rejects/ita/bed_64da5281_nohash_1.wav,reject,google,401,31,,
rejects/eng/zero_ad89eb1e_nohash_0.wav,reject,google,255,31,,
synthetics/google/standard/eng/GB_Wavenet_C_cmd4.wav,synthetic,google_standard,14,4,Male,
commands/1506793015/eng/ita_23.wav,command,telegram_bot,584,23,Female,['60-70']
rejects/eng/bird_85b877b5_nohash_0.wav,reject,google,76,31,,
rejects/ita/marvin_ed0720f1_nohash_0.wav,reject,google,445,31,,
rejects/eng/bird_4f781a59_nohash_1.wav,reject,google,175,31,,
rejects/eng/zero_f35eedd7_nohash_0.wav,reject,google,433,31,,
rejects/ita/no_4abb2400_nohash_0.wav,reject,google,820,31,,
commands/2080397916/ita/ita_13.wav,command,telegram_bot,377,13,Female,['20-30']
rejects/ita/common_voice_it_19976770.wav,reject,mozilla,2,31,,
rejects/eng/common_voice_en_18985253.wav,reject,mozilla,2,31,,
rejects/eng/tree_9e075bf1_nohash_1.wav,reject,google,515,31,,
rejects/ita/marvin_161fcca8_nohash_0.wav,reject,google,587,31,,
rejects/ita/cat_2250f5f2_nohash_0.wav,reject,google,461,31,,
commands/1544136214/ita/ita_15.wav,command,telegram_bot,753,15,Female,['50-60']
rejects/eng/common_voice_en_19981346.wav,reject,mozilla,2,31,,
rejects/eng/four_8eb4a1bf_nohash_2.wav,reject,google,214,31,,
commands/267561261/eng/eng_14.wav,command,telegram_bot,686,14,Male,['20-30']
rejects/ita/nine_3983ba0d_nohash_0.wav,reject,google,264,31,,
commands/cb8f8307/eng/eng_24_6.wav,command,google,334,24,,
commands/5097115863/ita/ita_14.wav,command,telegram_bot,724,14,Male,['50-60']
rejects/eng/common_voice_en_23620719.wav,reject,mozilla,2,31,,
rejects/eng/tree_7e6bd776_nohash_1.wav,reject,google,325,31,,
rejects/ita/common_voice_it_17541273.wav,reject,mozilla,2,31,,
commands/cb8f8307/ita/ita_24_3.wav,command,google,334,24,,
rejects/eng/common_voice_en_19730176.wav,reject,mozilla,2,31,,
rejects/eng/eight_dca2797e_nohash_4.wav,reject,google,599,31,,
commands/222556755/eng/eng_22.wav,command,telegram_bot,745,22,Male,['20-30']
commands/202738934/ita/ita_25.wav,command,telegram_bot,45,25,Male,['20-30']
synthetics/google/standard/eng/US_Wavenet_G_cmd21.wav,synthetic,google_standard,14,21,Male,
rejects/ita/common_voice_it_25971549.wav,reject,mozilla,2,31,,
commands/222556755/eng/eng_4.wav,command,telegram_bot,745,4,Male,['20-30']
commands/867055321/ita/ita_11.wav,command,telegram_bot,832,11,Female,['20-30']
rejects/eng/common_voice_en_19946949.wav,reject,mozilla,2,31,,
rejects/ita/cat_9f7079fe_nohash_1.wav,reject,google,44,31,,
rejects/ita/one_d9b8fab2_nohash_1.wav,reject,google,541,31,,
rejects/ita/three_5c8af87a_nohash_4.wav,reject,google,416,31,,
synthetics/polly/neural/eng/Kevin_15.wav,synthetic,polly_neural,814,15,Female,
rejects/ita/six_d8ee4734_nohash_0.wav,reject,google,321,31,,
rejects/ita/four_5c8af87a_nohash_4.wav,reject,google,416,31,,
synthetics/polly/standard/ita/Carla_1.wav,synthetic,polly_standard,287,1,Female,
rejects/ita/dog_ed0720f1_nohash_0.wav,reject,google,445,31,,
rejects/ita/common_voice_it_25886494.wav,reject,mozilla,2,31,,
rejects/eng/bird_2510c044_nohash_0.wav,reject,google,813,31,,
commands/41474817/eng/eng_22_1.wav,command,google,492,22,,
rejects/ita/common_voice_it_25581791.wav,reject,mozilla,2,31,,
commands/1d1fe0a0/eng/eng_22_0.wav,command,google,241,22,,
rejects/ita/house_f5c3de1b_nohash_1.wav,reject,google,672,31,,
commands/296821092/ita/ita_8.wav,command,telegram_bot,665,8,Male,['20-30']
rejects/ita/common_voice_it_25708859.wav,reject,mozilla,2,31,,
rejects/eng/tree_61a0d340_nohash_1.wav,reject,google,829,31,,
commands/1179001292/ita/ita_20.wav,command,telegram_bot,358,20,both,Male
synthetics/azure/neural/eng/LunaNeural_26.wav,synthetic,azure_neural,444,26,Female,
rejects/ita/five_6f2c6f7e_nohash_0.wav,reject,google,754,31,,
synthetics/azure/neural/eng/ChristopherNeural_21.wav,synthetic,azure_neural,490,21,Female,
commands/1544136214/ita/ita_22.wav,command,telegram_bot,753,22,Female,['50-60']
rejects/eng/common_voice_en_19793463.wav,reject,mozilla,2,31,,
commands/1323114146/ita/ita_15.wav,command,telegram_bot,247,15,both,Female
rejects/eng/yes_ff21fb59_nohash_0.wav,reject,google,592,31,,
rejects/eng/nine_274c008f_nohash_0.wav,reject,google,115,31,,
commands/aa233654/eng/eng_22_1.wav,command,google,477,22,,
rejects/ita/two_5236848b_nohash_0.wav,reject,google,487,31,,
rejects/ita/sheila_dbb7723a_nohash_0.wav,reject,google,310,31,,
rejects/eng/common_voice_en_20005728.wav,reject,mozilla,2,31,,
rejects/ita/seven_50f55535_nohash_1.wav,reject,google,506,31,,
commands/0132a06d/eng/eng_22_0.wav,command,google,440,22,,
commands/366052369/ita/ita_25.wav,command,telegram_bot,454,25,Male,['20-30']
commands/b959cd0c/ita/ita_24_2.wav,command,google,42,24,,
rejects/ita/common_voice_it_20872483.wav,reject,mozilla,2,31,,
rejects/ita/five_c1d39ce8_nohash_6.wav,reject,google,103,31,,
synthetics/polly/standard/eng/Aditi_16.wav,synthetic,polly_standard,466,16,Female,
synthetics/azure/neural/eng/EmilyNeural_24.wav,synthetic,azure_neural,11,24,Female,
synthetics/azure/neural/eng/WilliamNeural_17.wav,synthetic,azure_neural,151,17,Female,
rejects/ita/three_dfb6450b_nohash_1.wav,reject,google,475,31,,
commands/466977274/ita/ita_3.wav,command,telegram_bot,266,3,Male,['20-30']
rejects/ita/common_voice_it_25859120.wav,reject,mozilla,2,31,,
rejects/eng/common_voice_en_20246731.wav,reject,mozilla,2,31,,
rejects/eng/sheila_106a6183_nohash_0.wav,reject,google,456,31,,
rejects/eng/nine_ff21fb59_nohash_0.wav,reject,google,592,31,,
rejects/ita/common_voice_it_25468649.wav,reject,mozilla,2,31,,
synthetics/polly/neural/eng/Joanna_21.wav,synthetic,polly_neural,210,21,Female,
rejects/eng/common_voice_en_20241676.wav,reject,mozilla,2,31,,
commands/706553514/ita/ita_21.wav,command,telegram_bot,83,21,Male,['20-30']
rejects/ita/happy_b5552931_nohash_0.wav,reject,google,554,31,,
rejects/ita/tree_1f653d27_nohash_0.wav,reject,google,508,31,,
rejects/ita/cat_1aeef15e_nohash_0.wav,reject,google,138,31,,
commands/1889914753/ita/ita_4.wav,command,telegram_bot,570,4,Female,['20-30']
rejects/eng/common_voice_en_18265516.wav,reject,mozilla,2,31,,
rejects/eng/cat_2796ac50_nohash_0.wav,reject,google,406,31,,
rejects/eng/common_voice_en_23149834.wav,reject,mozilla,2,31,,
rejects/eng/two_cb8f8307_nohash_0.wav,reject,google,334,31,,
rejects/eng/wow_c5c60d8d_nohash_1.wav,reject,google,127,31,,
synthetics/vocalware/neural/ita/engine2_voice4_cmd19.wav,synthetic,vocalware_neural,407,19,Female,
rejects/ita/common_voice_it_25548295.wav,reject,mozilla,2,31,,
rejects/ita/common_voice_it_25572163.wav,reject,mozilla,2,31,,
rejects/eng/two_8a56f36e_nohash_0.wav,reject,google,688,31,,
rejects/ita/six_fe5c4a7a_nohash_0.wav,reject,google,99,31,,
commands/323966352/ita/eng_23.wav,command,telegram_bot,51,23,Male,['20-30']
rejects/ita/left_2fa39636_nohash_0.wav,reject,google,13,31,,
