,speaker_id,service,path,cmd_index
1216,52af6013a549d93129d021162b02856fcc36ed03020721bb4f9dced039f46f4a6e04896ea9c3a1fa28c04972a015f6e647aeb4edbd68aaaeab78600252187d29,,/mnt/sdb1/sbini/Speech-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/reject_plus_common_voice/out/train_id_0/common_voice_it_20016609.wav,7
438,179847597,real,/mnt/sdb1/sbini/Speech-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/commands/179847597/ita/ita_1.wav,1
717,7353a23bd2ee25b32a2e114b5ceb63aaf3f614b0680f4d3b681c4eaa384e7a93d793d5366f05f9b88c456846966114a4207cdbfcc17a2b2f5b4e3423ed391e86,,/mnt/sdb1/sbini/Speech-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/reject_plus_common_voice/out/train_id_0/common_voice_it_25365464.wav,7
642,2caa63f625c19dbe8a06f38a4549b72c852e907b13ab7703fe36c0eb1daa341e056e89ee7c7277b74e57a5a29ed9914be85dd22df7311e617758779a6f540611,,/mnt/sdb1/sbini/Speech-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/reject_plus_common_voice/out/train_id_0/common_voice_it_20277076.wav,7
266,767610558,real,/mnt/sdb1/sbini/Speech-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/commands/767610558/ita/ita_6.wav,6
1129,dcb5f1beea25fd0fabb72fe899389d610a6fe2de3532aee8c6cb8f0087e3f8e46bc60da5fe53b2a86006852321ab5f08dfa719b0275e14157f9b6046d222a73c,,/mnt/sdb1/sbini/Speech-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/reject_plus_common_voice/out/train_id_0/common_voice_it_20242326.wav,7
584,2066516850,real,/mnt/sdb1/sbini/Speech-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/commands/2066516850/ita/ita_2.wav,2
308,190987356,real,/mnt/sdb1/sbini/Speech-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/commands/190987356/ita/ita_2.wav,2
946,ed37b5bb2d2d9c22e4acedc0d5ec367948845cd52ea37e1df6e1d96e01fc8b4b5029b4d0a1db678d334f769e773f6219e8ef6a68297b544a6804c1eaa9a5ccea,,/mnt/sdb1/sbini/Speech-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/reject_plus_common_voice/out/train_id_0/common_voice_it_20009887.wav,7
19,2121819999,real,/mnt/sdb1/sbini/Speech-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/commands/2121819999/ita/ita_6.wav,6
306,2114682518,real,/mnt/sdb1/sbini/Speech-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/commands/2114682518/ita/ita_1.wav,1
487,623691937,real,/mnt/sdb1/sbini/Speech-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/commands/623691937/ita/ita_4.wav,4
116,1276203341,real,/mnt/sdb1/sbini/Speech-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/commands/1276203341/ita/ita_2.wav,2
1037,20cff8c6114bb2d557dcb196d2b0d6ea1a4122c83b3e90aa2d30700c1ca0269f7089ed79d1b281a967c283053c9011dec84172ef11af59f2c4026fe5fd4823b8,,/mnt/sdb1/sbini/Speech-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/reject_plus_common_voice/out/train_id_0/common_voice_it_20089062.wav,7
962,9adb571ebc3d8ba64fd43a938c3f96971f6062c8a1115ca0dc1efade4738b1734db62ea3d5c1e6466f49562690b0d54ab6933be7927cefa85cf6d27c4f6d888e,,/mnt/sdb1/sbini/Speech-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/reject_plus_common_voice/out/train_id_0/common_voice_it_19980230.wav,7
1214,0a03c93093f72511902dfc296905bef6cd53c988aed53913072c5de892323b8a07480b8efa870168a65b3bd05dc0b81ab32fcca86ef10e31a85df6bf11def6c7,,/mnt/sdb1/sbini/Speech-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/reject_plus_common_voice/out/train_id_0/common_voice_it_21609886.wav,7
996,956650a4050678478cfe02f594e3aa0334c002bfd10c3ef7bd6b23aa9ebd21f6f34db2352c382e7ef1f45bd41cb331c0849302ac3c8b98e07292e440206b9b29,,/mnt/sdb1/sbini/Speech-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/reject_plus_common_voice/out/train_id_0/common_voice_it_18785993.wav,7
1208,647217c7f08f611875c326349572438e49ff76d99fd061f7da0196d5a6c131856a7ee947ad76edafebc98b0b3d28f4097ba61266f9eaba9d3625d8d04bbdd1dc,,/mnt/sdb1/sbini/Speech-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/reject_plus_common_voice/out/train_id_0/common_voice_it_21908790.wav,7
1140,3a591ffaefd0e0b95bce2ba9abcc45cd0f4d2e2d60ec8477c4e7e01e86c7e0f9fa94c79f1c69234f978d0345ef635c8d727928413c8c71b7d050ea9bca59cfbc,,/mnt/sdb1/sbini/Speech-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/reject_plus_common_voice/out/train_id_0/common_voice_it_18604034.wav,7
1206,7176bedc1161cef3fd3a110df73273a400593d6405f2e42f50fd0141be1b6a6ceaf9865da72ba1a5bcb0f924431920e8b899fb5f304e29eeee68330b9b94f86a,,/mnt/sdb1/sbini/Speech-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/reject_plus_common_voice/out/train_id_0/common_voice_it_20283413.wav,7
43,1153694021,real,/mnt/sdb1/sbini/Speech-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/commands/1153694021/ita/ita_6.wav,6
239,1483207948,real,/mnt/sdb1/sbini/Speech-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/commands/1483207948/ita/ita_6.wav,6
250,179492157,real,/mnt/sdb1/sbini/Speech-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/commands/179492157/ita/ita_1.wav,1
1161,9fa4639a956a5a9a898d52d97189200839399c59a2b0651888d86989bb50798b5d2c4df7270a8bd2ad49bbe6eb16a0d820db3cf8f71276e83f01506cc13421c7,,/mnt/sdb1/sbini/Speech-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/reject_plus_common_voice/out/train_id_0/common_voice_it_23892150.wav,7
552,224710733,real,/mnt/sdb1/sbini/Speech-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/commands/224710733/ita/ita_0.wav,0
725,5414c29fb674c15ff6c6b86b73c7ce5def7edd3c1194302c1038ae085bc8cfdbd7b9daec61b763744919de961bbb814e6cb795771d27d9e9a1dbedf573677e9f,,/mnt/sdb1/sbini/Speech-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/reject_plus_common_voice/out/train_id_0/common_voice_it_27186296.wav,7
630,0a03c93093f72511902dfc296905bef6cd53c988aed53913072c5de892323b8a07480b8efa870168a65b3bd05dc0b81ab32fcca86ef10e31a85df6bf11def6c7,,/mnt/sdb1/sbini/Speech-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/reject_plus_common_voice/out/train_id_0/common_voice_it_23411986.wav,7
687,74c7f3cd65808ef92628e33e606f6bbac03565e78afc5628b34a9feff5b80eface8da00a97fe4e032dc8a39fbddff82526511a519de6f6d64263f3ea5d1a12f4,,/mnt/sdb1/sbini/Speech-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/reject_plus_common_voice/out/train_id_0/common_voice_it_20010114.wav,7
1047,824e1eae7cd2c28f64e1869e92b5a16ea0a6c1c60dc2e2e34fabb65441bcd29deafc4c85d9c012d3826c7db032f8a22ec9bf8c86fbd475f92d4418515a4d1168,,/mnt/sdb1/sbini/Speech-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/reject_plus_common_voice/out/train_id_0/common_voice_it_21020272.wav,7
928,487272f79f8dab4bd9ace54b32578704b3ba952a6c93de0072c88bb4cd2a2ed3bf003af9bcb00187304e1bbba06d4bb14496c527c67d8844c2bb51c836b78d13,,/mnt/sdb1/sbini/Speech-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/reject_plus_common_voice/out/train_id_0/common_voice_it_20271551.wav,7
784,e790d1a6d652b49b74172d96fca249c1d46c38806613534de93e324492059b41bb491639158ff5b5efe117d167447b1dca743bff0b32dcfe07b12a43fb13a86e,,/mnt/sdb1/sbini/Speech-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/reject_plus_common_voice/out/train_id_0/common_voice_it_18386181.wav,7
838,9fb1628e02baeae5284145d617dca9d1563f57bc12d63d61800b8136aeb3ad24bb9220fa31f040947716a0ffae6ba46d4a67607946f114e9c18e089ddb94f101,,/mnt/sdb1/sbini/Speech-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/reject_plus_common_voice/out/train_id_0/common_voice_it_20025060.wav,7
864,6a745dc09d5b1c74543fa488790cb2c356e1e0c4c969d7b5e665b0c7ccd68056641b5f0e974eb79ed1efab456e2534cfa2cdd9eaf1ce23e36bcb7170deee3092,,/mnt/sdb1/sbini/Speech-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/reject_plus_common_voice/out/train_id_0/common_voice_it_20087249.wav,7
380,1525639750,real,/mnt/sdb1/sbini/Speech-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/commands/1525639750/ita/ita_6.wav,6
972,93601c19e7def3be4c946eb838ef462c41d00f1dd3f789e1de42f38e9b2c6dc567659a2f23dbb73aa364115887b0f8a1fa7946d1f198c17f0914a0ff0ba8f964,,/mnt/sdb1/sbini/Speech-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/reject_plus_common_voice/out/train_id_0/common_voice_it_27211747.wav,7
652,e9f92ab66171cb0a1ef91aac9e4c769cfd4a65cd03ecdd41387e862c81aa88b606c0d8eb3ac663e03ed2f07898a1029859a6580e5fb60eb2ba6779c650245fba,,/mnt/sdb1/sbini/Speech-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/reject_plus_common_voice/out/train_id_0/common_voice_it_21824064.wav,7
320,1005594640,real,/mnt/sdb1/sbini/Speech-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/commands/1005594640/ita/ita_1.wav,1
216,881567288,real,/mnt/sdb1/sbini/Speech-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/commands/881567288/ita/ita_6.wav,6
1169,76298765db9b21d00a2b44a9e9b232175eb5f2ad901e8f8ce4d4cfd3e5a0761a36e815e29497ac455e7b1ec886440cd499edef2faa7f315d9ae9f0be7de434c3,,/mnt/sdb1/sbini/Speech-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/reject_plus_common_voice/out/train_id_0/common_voice_it_20091056.wav,7
31,340310580,real,/mnt/sdb1/sbini/Speech-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/commands/340310580/ita/ita_5.wav,5
1010,2001100875ed6ce973dd25292f102f8d9fc5711d44b17ddd7181412b8acfe7739629a586389fc3b0068aa4a0b07744b9e8862d6cdc5cea75c234097c6d48d73b,,/mnt/sdb1/sbini/Speech-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/reject_plus_common_voice/out/train_id_0/common_voice_it_21641703.wav,7
223,738867743,real,/mnt/sdb1/sbini/Speech-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/commands/738867743/ita/ita_2.wav,2
701,2d5e7ca15c1d8d10fc181cb87929635b174cc71f0fdd223a0ff9c3d3b910ffd40fd9dc806094f74caabf304ab551cf33ccdb4cb09afec6348b216305071b419d,,/mnt/sdb1/sbini/Speech-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/reject_plus_common_voice/out/train_id_0/common_voice_it_21785309.wav,7
12,2112819853,real,/mnt/sdb1/sbini/Speech-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/commands/2112819853/ita/ita_3.wav,3
137,1299468493,real,/mnt/sdb1/sbini/Speech-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/commands/1299468493/ita/ita_5.wav,5
178,1284329670,real,/mnt/sdb1/sbini/Speech-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/commands/1284329670/ita/ita_0.wav,0
249,179492157,real,/mnt/sdb1/sbini/Speech-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/commands/179492157/ita/ita_6.wav,6
1174,fbb100bfd5078ef736d6c4bd5dbc9ba4f2d4347abab9ed1462556ad590a4aa667d6f072e0338ec2fc3d6bd8b214c1abbe90bbcb1e3382b1eb1545dc6546ba7bd,,/mnt/sdb1/sbini/Speech-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/reject_plus_common_voice/out/train_id_0/common_voice_it_20060988.wav,7
1162,29790c8c1f979ed4d8720a07495572e28915a4d44c05a7655a5d0b976e538f88a57d0df5995b78b40069a81c2ab5447e18d1b33bc3ec2f2b52842212af270346,,/mnt/sdb1/sbini/Speech-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/reject_plus_common_voice/out/train_id_0/common_voice_it_20090518.wav,7
157,445686566,real,/mnt/sdb1/sbini/Speech-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/commands/445686566/ita/ita_1.wav,1
404,132762273,real,/mnt/sdb1/sbini/Speech-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/commands/132762273/ita/ita_6.wav,6
490,623691937,real,/mnt/sdb1/sbini/Speech-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/commands/623691937/ita/ita_1.wav,1
1151,983b176aba8b1700c00170d2f3e3427e15b7eaf4a64897061c047cb8cf915bcf1262173650d4f05bfbd75ac1fe4b405de2a7d2564d98358d28be70fbbe07ef20,,/mnt/sdb1/sbini/Speech-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/reject_plus_common_voice/out/train_id_0/common_voice_it_24432551.wav,7
1221,ec093115c45fc34c811e6660ca03a49d12453a370c3179f0ecd36855d1b1f35d2bd2a55436724c9e8cbc88224a31c96525d254d96f226c3fec7f2f6c331c0062,,/mnt/sdb1/sbini/Speech-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/reject_plus_common_voice/out/train_id_0/common_voice_it_20076611.wav,7
532,957543608,real,/mnt/sdb1/sbini/Speech-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/commands/957543608/ita/ita_6.wav,6
417,362625280,real,/mnt/sdb1/sbini/Speech-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/commands/362625280/ita/ita_0.wav,0
866,d101a0687ffbdaed874153b96a5edcf57f04666e2bf154cc22c39f66fe39f15390ca686a267e37b5d77bd38932bfbf61b2c34e3192bc94d601765205612ea369,,/mnt/sdb1/sbini/Speech-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/reject_plus_common_voice/out/train_id_0/common_voice_it_20024035.wav,7
719,fc8cc5c6cb4cdb4d9313338be583880db1d2d9335ef7267c8b4d02b9a05028c3057e61d54c53c45c8ae1077e2ddbe9971e47336026a562e34633aa1164b4b9d2,,/mnt/sdb1/sbini/Speech-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/reject_plus_common_voice/out/train_id_0/common_voice_it_20075959.wav,7
405,132762273,real,/mnt/sdb1/sbini/Speech-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/commands/132762273/ita/ita_1.wav,1
857,a13365e38a67020b7c8b32d976e2db56da8eab4b24cd6fbcb9e2b6c5d366f80f2bc71061c4a8383876e83ecd44ecac10ae6e8603b08f955ad6e21e2d7d6b28d0,,/mnt/sdb1/sbini/Speech-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/reject_plus_common_voice/out/train_id_0/common_voice_it_26964579.wav,7
463,5093320195,real,/mnt/sdb1/sbini/Speech-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/commands/5093320195/ita/ita_6.wav,6
431,199231711,real,/mnt/sdb1/sbini/Speech-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/commands/199231711/ita/ita_0.wav,0
832,f6d79f7f09f5b0693951dd3e77c00288d2dd94ef42d220575c5eadd57fe2b68eb72dbb85f83d1d30dc1c3f41f7e5513bdd5c3557bc29a6fba2bdd3096f6084d1,,/mnt/sdb1/sbini/Speech-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/reject_plus_common_voice/out/train_id_0/common_voice_it_26690860.wav,7
704,7185e092681fa740655bda4f32eabddc6d013f3a04f7665c6378567dc14c948317fbff026cd42a82243adfbd2446d5ce7c858ca107a8489a4fd755308caa8bb4,,/mnt/sdb1/sbini/Speech-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/reject_plus_common_voice/out/train_id_0/common_voice_it_21677635.wav,7
960,750fe034c35cafc1bfe27bfbdd99325a345f510d785bd8a7d9d0f537d55ddbd13d540cfc2a56a89cf21bb9366432fcf1ea8cfb6296457a158a6ddd2a65e49592,,/mnt/sdb1/sbini/Speech-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/reject_plus_common_voice/out/train_id_0/common_voice_it_27006725.wav,7
710,0c28bed43070be2ff674a776fb6c13d3aefd8d886b42ae2516c338125689c995b0a8b0f3b0d6275469b091f35f85c586c8a2963e4780e111bc4e957cc758106c,,/mnt/sdb1/sbini/Speech-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/reject_plus_common_voice/out/train_id_0/common_voice_it_20297326.wav,7
213,1659685150,real,/mnt/sdb1/sbini/Speech-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/commands/1659685150/ita/ita_1.wav,1
325,2115610208,real,/mnt/sdb1/sbini/Speech-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/commands/2115610208/ita/ita_6.wav,6
207,357011102,real,/mnt/sdb1/sbini/Speech-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/commands/357011102/ita/ita_0.wav,0
330,630722423,real,/mnt/sdb1/sbini/Speech-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/commands/630722423/ita/ita_6.wav,6
269,29503691,real,/mnt/sdb1/sbini/Speech-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/commands/29503691/ita/ita_2.wav,2
201,395387919,real,/mnt/sdb1/sbini/Speech-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/commands/395387919/ita/ita_1.wav,1
1000,366d53df157b6da495a235d5e31656d64049a5d0db956a15a21047f8aba4f80e01158c96841cb416464d768b69afc376d32ac326992f8973320339353052f313,,/mnt/sdb1/sbini/Speech-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/reject_plus_common_voice/out/train_id_0/common_voice_it_25469303.wav,7
945,f9f3ac9a686cc57f3e3a43295b957e27f067e69705c6c078eb15d2bdde9e331a5d324aa983dd90fe16126ac35818e6b52f8376de34d344b5d6e88494f1b514fc,,/mnt/sdb1/sbini/Speech-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/reject_plus_common_voice/out/train_id_0/common_voice_it_21981059.wav,7
1114,b49dedb37d462f9cdf1b9b70235fd751af8bad99401502f125fe2058d164a4434efd3022b345af4d3919c94378122c498b79c2f4d85bf365329d29234e25ab5e,,/mnt/sdb1/sbini/Speech-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/reject_plus_common_voice/out/train_id_0/common_voice_it_25475403.wav,7
1043,d101a0687ffbdaed874153b96a5edcf57f04666e2bf154cc22c39f66fe39f15390ca686a267e37b5d77bd38932bfbf61b2c34e3192bc94d601765205612ea369,,/mnt/sdb1/sbini/Speech-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/reject_plus_common_voice/out/train_id_0/common_voice_it_20024028.wav,7
1052,abae8587f7ef5de4849e2cb2e1b7bfb183974a3b9a3a74d9e1227e956ed759cbcd04ae4a0212586444a831c7440c17816ee6477b2a5f2e43e866337504ba87e3,,/mnt/sdb1/sbini/Speech-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/reject_plus_common_voice/out/train_id_0/common_voice_it_22414473.wav,7
188,765587623,real,/mnt/sdb1/sbini/Speech-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/commands/765587623/ita/ita_4.wav,4
110,1889914753,real,/mnt/sdb1/sbini/Speech-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/commands/1889914753/ita/ita_6.wav,6
730,9fc6dedc880b5cfa8da765db3074fb62bb0e7d25dd48c79a49c33add841498371840d35aafddb5f3d8e3ad84f4d4a5a7681794405b904f927d017645fb6e3553,,/mnt/sdb1/sbini/Speech-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/reject_plus_common_voice/out/train_id_0/common_voice_it_20076262.wav,7
277,1145359176,real,/mnt/sdb1/sbini/Speech-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/commands/1145359176/ita/ita_2.wav,2
228,507870188,real,/mnt/sdb1/sbini/Speech-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/commands/507870188/ita/ita_0.wav,0
1171,611ea9e9e953ee589da6c1b232217b02964f1d3686e1fc077fa4ddec0f0ba033e686240fbae4ea99dba51c281c954c6064d1ca40531ca711d50db5edfb4d4881,,/mnt/sdb1/sbini/Speech-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/reject_plus_common_voice/out/train_id_0/common_voice_it_19975559.wav,7
521,1953034279,real,/mnt/sdb1/sbini/Speech-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/commands/1953034279/ita/ita_1.wav,1
718,34120024cd9ae131002f071426916ed32530b76cc58bfe29f1c44c26b03355996cc725c21856d7e2c9342b20f1f6c7b677576eba45d6c4d8fc7ce10e2ecbacb6,,/mnt/sdb1/sbini/Speech-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/reject_plus_common_voice/out/train_id_0/common_voice_it_25183415.wav,7
743,0ed0061d2a986e24860fd649070707070bda53f8d3348a27aef31091774f4cdf97931bafae1aa0e757f7f609ee6ff43197e233174fd75014fac58db80655da8c,,/mnt/sdb1/sbini/Speech-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/reject_plus_common_voice/out/train_id_0/common_voice_it_20020854.wav,7
638,6bbd5c355091dcf18aa5c8101dfaa101fff8b38b9794d1fe8af4ceaa544ebbe5f4f4b577ad8f8ab67c8cd96fb6b5b3665633522dd1127f108cccf15f96e14911,,/mnt/sdb1/sbini/Speech-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/reject_plus_common_voice/out/train_id_0/common_voice_it_24744093.wav,7
670,6428c7389ad5e00678fe3853824796ef7f7e3255e164fe22375a477b74d3f747dc7dac19e7d890f74df62e597466776ddc36eb670e1f7fdabec186cd098cfe46,,/mnt/sdb1/sbini/Speech-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/reject_plus_common_voice/out/train_id_0/common_voice_it_20276485.wav,7
585,2066516850,real,/mnt/sdb1/sbini/Speech-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/commands/2066516850/ita/ita_0.wav,0
54,779117346,real,/mnt/sdb1/sbini/Speech-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/commands/779117346/ita/ita_1.wav,1
67,466977274,real,/mnt/sdb1/sbini/Speech-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/commands/466977274/ita/ita_1.wav,1
1030,393a2a043b7c7d4f082855784f378925f9a66a11556ef66f315f47c4beea4fe5e7201e0f73a6cffa6ac70802c2cf3646a100ca49d4700bef74ba597e93a16ea1,,/mnt/sdb1/sbini/Speech-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/reject_plus_common_voice/out/train_id_0/common_voice_it_20324468.wav,7
170,432184911,real,/mnt/sdb1/sbini/Speech-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/commands/432184911/ita/ita_2.wav,2
173,432184911,real,/mnt/sdb1/sbini/Speech-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/commands/432184911/ita/ita_6.wav,6
118,1276203341,real,/mnt/sdb1/sbini/Speech-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/commands/1276203341/ita/ita_6.wav,6
104,1069744512,real,/mnt/sdb1/sbini/Speech-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/commands/1069744512/ita/ita_2.wav,2
1201,f8468299d0d9259c7a1c272062495abb6155fa3cf868575e75a7b4b3270afce29d5f8c4f89980ec3bb46e08ff0afb7bb6b1ea0c55a14bd07cf50d5cee29d6bba,,/mnt/sdb1/sbini/Speech-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/reject_plus_common_voice/out/train_id_0/common_voice_it_19977067.wav,7
169,1908394421,real,/mnt/sdb1/sbini/Speech-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/commands/1908394421/ita/ita_1.wav,1
937,d693229b7d6ba6014b68ae6b52cfdd60b2687163ac9613303113f717961ef0382710972a96bb759579f31d403a7a9899584e2eded55132222f11e6539a1999b3,,/mnt/sdb1/sbini/Speech-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/reject_plus_common_voice/out/train_id_0/common_voice_it_20024500.wav,7
542,1212263007,real,/mnt/sdb1/sbini/Speech-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/commands/1212263007/ita/ita_3.wav,3
399,1908497562,real,/mnt/sdb1/sbini/Speech-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/commands/1908497562/ita/ita_6.wav,6
56,208525704,real,/mnt/sdb1/sbini/Speech-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/commands/208525704/ita/ita_0.wav,0
