path,type,subtype,speaker,intent,explicit,implicit,noise_path,noise_type,noise_subtype,snr
commands/1407029395/eng/9_5_0.wav,command,telegram,1407029395,9,33,1,,,,
rejects/eng/common_voice_en_20710869.wav,reject,mozilla,unknown,23,71,0,,,,
rejects/eng/eight_605ed0ff_nohash_2.wav,reject,google_speech,605ed0ff,23,71,0,,,,
rejects/eng/common_voice_en_19959623.wav,reject,mozilla,unknown,23,71,0,,,,
rejects/eng/common_voice_en_19102195.wav,reject,mozilla,unknown,23,71,0,,,,
rejects/eng/common_voice_en_21283792.wav,reject,mozilla,unknown,23,71,0,,,,
rejects/eng/four_6727b579_nohash_4.wav,reject,google_speech,6727b579,23,71,0,,,,
commands/381078203/eng/15_3_0.wav,command,telegram,381078203,15,51,1,,,,
rejects/eng/common_voice_en_19991852.wav,reject,mozilla,unknown,23,71,0,,,,
rejects/eng/common_voice_en_19423054.wav,reject,mozilla,unknown,23,71,0,,,,
rejects/eng/seven_6727b579_nohash_4.wav,reject,google_speech,6727b579,23,71,0,,,,
commands/945222367/eng/14_0_3.wav,command,telegram,945222367,14,48,0,,,,
rejects/eng/five_14872d06_nohash_0.wav,reject,google_speech,14872d06,23,71,0,,,,
rejects/eng/five_659b7fae_nohash_0.wav,reject,google_speech,659b7fae,23,71,0,,,,
commands/6269772923/eng/8_1_1.wav,command,telegram,6269772923,8,29,0,,,,
commands/1105993349/eng/5_1_0.wav,command,telegram,1105993349,5,13,1,,,,
rejects/eng/two_d2f4f431_nohash_0.wav,reject,google_speech,d2f4f431,23,71,0,,,,
rejects/eng/on_7fa5fa1f_nohash_0.wav,reject,google_speech,7fa5fa1f,23,71,0,,,,
rejects/eng/tree_ce49cb60_nohash_0.wav,reject,google_speech,ce49cb60,23,71,0,,,,
rejects/eng/tree_c4533c47_nohash_0.wav,reject,google_speech,c4533c47,23,71,0,,,,
rejects/eng/common_voice_en_19961011.wav,reject,mozilla,unknown,23,71,0,,,,
rejects/eng/common_voice_en_19991602.wav,reject,mozilla,unknown,23,71,0,,,,
rejects/eng/common_voice_en_21765610.wav,reject,mozilla,unknown,23,71,0,,,,
commands/945222367/eng/21_0_1.wav,command,telegram,945222367,21,67,0,,,,
commands/2129086773/eng/15_5_0.wav,command,telegram,2129086773,15,53,1,,,,
commands/6127040556/eng/10_0_3.wav,command,telegram,6127040556,10,36,0,,,,
commands/697081431/eng/10_0_0.wav,command,telegram,697081431,10,36,0,,,,
commands/235766480/eng/20_0_0.wav,command,telegram,235766480,20,65,0,,,,
rejects/eng/common_voice_en_19756784.wav,reject,mozilla,unknown,23,71,0,,,,
rejects/eng/common_voice_en_20515253.wav,reject,mozilla,unknown,23,71,0,,,,
commands/564551272/eng/3_4_0.wav,command,telegram,564551272,3,8,1,,,,
commands/190682718/eng/19_0_1.wav,command,telegram,190682718,19,64,0,,,,
commands/945222367/eng/15_7_0.wav,command,telegram,945222367,15,55,1,,,,
commands/5171950827/eng/0_0_0.wav,command,telegram,5171950827,0,0,0,,,,
rejects/eng/two_abbfc3b4_nohash_2.wav,reject,google_speech,abbfc3b4,23,71,0,,,,
rejects/eng/six_64220627_nohash_0.wav,reject,google_speech,64220627,23,71,0,,,,
commands/679469464/eng/1_2_0.wav,command,telegram,679469464,1,2,1,,,,
commands/767889938/eng/13_7_0.wav,command,telegram,767889938,13,47,1,,,,
commands/1407029395/eng/0_0_2.wav,command,telegram,1407029395,0,0,0,,,,
commands/6269772923/eng/6_0_1.wav,command,telegram,6269772923,6,20,0,,,,
commands/444849738/eng/0_0_3.wav,command,telegram,444849738,0,0,0,,,,
rejects/eng/zero_6b7d5101_nohash_1.wav,reject,google_speech,6b7d5101,23,71,0,,,,
rejects/eng/off_353b4d33_nohash_2.wav,reject,google_speech,353b4d33,23,71,0,,,,
rejects/eng/common_voice_en_19783423.wav,reject,mozilla,unknown,23,71,0,,,,
rejects/eng/common_voice_en_19743346.wav,reject,mozilla,unknown,23,71,0,,,,
commands/190682718/eng/3_7_0.wav,command,telegram,190682718,3,11,1,,,,
rejects/eng/off_9aa21fa9_nohash_0.wav,reject,google_speech,9aa21fa9,23,71,0,,,,
rejects/eng/common_voice_en_19825626.wav,reject,mozilla,unknown,23,71,0,,,,
commands/2129086773/eng/17_1_0.wav,command,telegram,2129086773,17,60,0,,,,
commands/6394042332/eng/14_1_2.wav,command,telegram,6394042332,14,49,0,,,,
rejects/eng/on_3e3fa7fd_nohash_0.wav,reject,google_speech,3e3fa7fd,23,71,0,,,,
commands/1105993349/eng/13_2_0.wav,command,telegram,1105993349,13,42,1,,,,
commands/985158911/eng/20_0_0.wav,command,telegram,985158911,20,65,0,,,,
commands/6269772923/eng/5_6_0.wav,command,telegram,6269772923,5,18,1,,,,
rejects/eng/marvin_7bae88ed_nohash_0.wav,reject,google_speech,7bae88ed,23,71,0,,,,
commands/235766480/eng/18_0_0.wav,command,telegram,235766480,18,62,0,,,,
commands/698176020/eng/19_0_1.wav,command,telegram,698176020,19,64,0,,,,
commands/2129086773/eng/21_0_0.wav,command,telegram,2129086773,21,67,0,,,,
rejects/eng/common_voice_en_19986150.wav,reject,mozilla,unknown,23,71,0,,,,
commands/450427228/eng/13_2_0.wav,command,telegram,450427228,13,42,1,,,,
commands/564551272/eng/0_0_2.wav,command,telegram,564551272,0,0,0,,,,
commands/6269772923/eng/17_2_1.wav,command,telegram,6269772923,17,61,0,,,,
commands/1105993349/eng/1_1_0.wav,command,telegram,1105993349,1,1,1,,,,
rejects/eng/common_voice_en_20049576.wav,reject,mozilla,unknown,23,71,0,,,,
commands/604008470/eng/13_7_0.wav,command,telegram,604008470,13,47,1,,,,
commands/679469464/eng/5_2_0.wav,command,telegram,679469464,5,14,1,,,,
commands/235766480/eng/16_1_0.wav,command,telegram,235766480,16,57,0,,,,
rejects/eng/nine_dedc7fab_nohash_0.wav,reject,google_speech,dedc7fab,23,71,0,,,,
rejects/eng/common_voice_en_21851571.wav,reject,mozilla,unknown,23,71,0,,,,
rejects/eng/four_6c429c7b_nohash_1.wav,reject,google_speech,6c429c7b,23,71,0,,,,
rejects/eng/common_voice_en_19736170.wav,reject,mozilla,unknown,23,71,0,,,,
commands/698176020/eng/1_2_0.wav,command,telegram,698176020,1,2,1,,,,
rejects/eng/cat_f34e6f44_nohash_2.wav,reject,google_speech,f34e6f44,23,71,0,,,,
commands/985158911/eng/4_1_0.wav,command,telegram,985158911,4,13,0,,,,
commands/564551272/eng/9_6_0.wav,command,telegram,564551272,9,34,1,,,,
rejects/eng/common_voice_en_18039177.wav,reject,mozilla,unknown,23,71,0,,,,
commands/190682718/eng/11_2_1.wav,command,telegram,190682718,11,38,1,,,,
commands/697081431/eng/1_2_0.wav,command,telegram,697081431,1,2,1,,,,
commands/698176020/eng/17_1_1.wav,command,telegram,698176020,17,60,0,,,,
commands/883400960/eng/20_0_1.wav,command,telegram,883400960,20,65,0,,,,
commands/5637757826/eng/16_2_0.wav,command,telegram,5637757826,16,58,0,,,,
rejects/eng/cat_d2f4f431_nohash_0.wav,reject,google_speech,d2f4f431,23,71,0,,,,
commands/702410657/eng/8_0_0.wav,command,telegram,702410657,8,28,0,,,,
commands/985158911/eng/22_2_0.wav,command,telegram,985158911,22,69,1,,,,
rejects/eng/marvin_9f6fbdb4_nohash_1.wav,reject,google_speech,9f6fbdb4,23,71,0,,,,
rejects/eng/common_voice_en_21363724.wav,reject,mozilla,unknown,23,71,0,,,,
rejects/eng/common_voice_en_19594931.wav,reject,mozilla,unknown,23,71,0,,,,
commands/190682718/eng/12_1_0.wav,command,telegram,190682718,12,41,0,,,,
commands/883400960/eng/16_2_1.wav,command,telegram,883400960,16,58,0,,,,
commands/2129086773/eng/17_0_0.wav,command,telegram,2129086773,17,59,0,,,,
commands/6394042332/eng/9_3_0.wav,command,telegram,6394042332,9,31,1,,,,
commands/5637757826/eng/22_2_0.wav,command,telegram,5637757826,22,69,1,,,,
rejects/eng/common_voice_en_21023153.wav,reject,mozilla,unknown,23,71,0,,,,
rejects/eng/happy_14872d06_nohash_0.wav,reject,google_speech,14872d06,23,71,0,,,,
commands/985158911/eng/17_0_1.wav,command,telegram,985158911,17,59,0,,,,
commands/529489061/eng/7_2_0.wav,command,telegram,529489061,7,22,1,,,,
rejects/eng/common_voice_en_22909614.wav,reject,mozilla,unknown,23,71,0,,,,
commands/564551272/eng/17_2_0.wav,command,telegram,564551272,17,61,0,,,,
commands/1153694021/eng/12_0_1.wav,command,telegram,1153694021,12,40,0,,,,
commands/1105993349/eng/9_5_2.wav,command,telegram,1105993349,9,33,1,,,,
rejects/eng/common_voice_en_20629184.wav,reject,mozilla,unknown,23,71,0,,,,
rejects/eng/two_9ff2d2f4_nohash_2.wav,reject,google_speech,9ff2d2f4,23,71,0,,,,
commands/702410657/eng/21_0_1.wav,command,telegram,702410657,21,67,0,,,,
rejects/eng/common_voice_en_19612556.wav,reject,mozilla,unknown,23,71,0,,,,
commands/67836100/eng/15_6_0.wav,command,telegram,67836100,15,54,1,,,,
rejects/eng/seven_ce49cb60_nohash_0.wav,reject,google_speech,ce49cb60,23,71,0,,,,
commands/381078203/eng/17_1_0.wav,command,telegram,381078203,17,60,0,,,,
commands/945222367/eng/12_0_0.wav,command,telegram,945222367,12,40,0,,,,
rejects/eng/happy_bfa63751_nohash_0.wav,reject,google_speech,bfa63751,23,71,0,,,,
rejects/eng/on_bfa63751_nohash_0.wav,reject,google_speech,bfa63751,23,71,0,,,,
commands/6127040556/eng/9_6_0.wav,command,telegram,6127040556,9,34,1,,,,
commands/1407029395/eng/0_0_0.wav,command,telegram,1407029395,0,0,0,,,,
rejects/eng/common_voice_en_19652067.wav,reject,mozilla,unknown,23,71,0,,,,
commands/702410657/eng/6_1_1.wav,command,telegram,702410657,6,21,0,,,,
rejects/eng/cat_d8a5ace5_nohash_2.wav,reject,google_speech,d8a5ace5,23,71,0,,,,
rejects/eng/common_voice_en_23371092.wav,reject,mozilla,unknown,23,71,0,,,,
commands/702410657/eng/19_0_2.wav,command,telegram,702410657,19,64,0,,,,
commands/679469464/eng/0_0_0.wav,command,telegram,679469464,0,0,0,,,,
rejects/eng/sheila_6ceeb9aa_nohash_0.wav,reject,google_speech,6ceeb9aa,23,71,0,,,,
commands/1153694021/eng/15_6_0.wav,command,telegram,1153694021,15,54,1,,,,
commands/235766480/eng/9_6_0.wav,command,telegram,235766480,9,34,1,,,,
commands/1105993349/eng/15_7_0.wav,command,telegram,1105993349,15,55,1,,,,
rejects/eng/common_voice_en_20027312.wav,reject,mozilla,unknown,23,71,0,,,,
commands/698176020/eng/7_6_0.wav,command,telegram,698176020,7,26,1,,,,
rejects/eng/common_voice_en_19621180.wav,reject,mozilla,unknown,23,71,0,,,,
rejects/eng/sheila_7fa5fa1f_nohash_0.wav,reject,google_speech,7fa5fa1f,23,71,0,,,,
commands/529489061/eng/8_0_0.wav,command,telegram,529489061,8,28,0,,,,
rejects/eng/common_voice_en_20273082.wav,reject,mozilla,unknown,23,71,0,,,,
rejects/eng/marvin_ce49cb60_nohash_0.wav,reject,google_speech,ce49cb60,23,71,0,,,,
commands/6269772923/eng/8_1_2.wav,command,telegram,6269772923,8,29,0,,,,
commands/381078203/eng/7_1_0.wav,command,telegram,381078203,7,21,1,,,,
rejects/eng/common_voice_en_18540518.wav,reject,mozilla,unknown,23,71,0,,,,
commands/973086726/eng/0_0_1.wav,command,telegram,973086726,0,0,0,,,,
commands/67836100/eng/8_0_1.wav,command,telegram,67836100,8,28,0,,,,
commands/450427228/eng/20_0_0.wav,command,telegram,450427228,20,65,0,,,,
commands/952508235/eng/16_0_0.wav,command,telegram,952508235,16,56,0,,,,
commands/698176020/eng/14_1_1.wav,command,telegram,698176020,14,49,0,,,,
commands/848032713/eng/21_0_2.wav,command,telegram,848032713,21,67,0,,,,
commands/698176020/eng/3_4_0.wav,command,telegram,698176020,3,8,1,,,,
rejects/eng/wow_90b94017_nohash_0.wav,reject,google_speech,90b94017,23,71,0,,,,
commands/985158911/eng/14_1_1.wav,command,telegram,985158911,14,49,0,,,,
commands/702410657/eng/0_0_2.wav,command,telegram,702410657,0,0,0,,,,
rejects/eng/on_9aa21fa9_nohash_0.wav,reject,google_speech,9aa21fa9,23,71,0,,,,
rejects/eng/nine_64220627_nohash_0.wav,reject,google_speech,64220627,23,71,0,,,,
commands/698176020/eng/20_1_0.wav,command,telegram,698176020,20,66,0,,,,
commands/698176020/eng/3_6_0.wav,command,telegram,698176020,3,10,1,,,,
rejects/eng/common_voice_en_18335065.wav,reject,mozilla,unknown,23,71,0,,,,
commands/5637757826/eng/15_5_0.wav,command,telegram,5637757826,15,53,1,,,,
commands/5917294669/eng/1_0_0.wav,command,telegram,5917294669,1,0,1,,,,
commands/235766480/eng/0_0_1.wav,command,telegram,235766480,0,0,0,,,,
commands/6269772923/eng/14_1_1.wav,command,telegram,6269772923,14,49,0,,,,
rejects/eng/common_voice_en_18404916.wav,reject,mozilla,unknown,23,71,0,,,,
commands/67836100/eng/22_2_0.wav,command,telegram,67836100,22,69,1,,,,
rejects/eng/eight_64220627_nohash_0.wav,reject,google_speech,64220627,23,71,0,,,,
commands/6269772923/eng/13_2_0.wav,command,telegram,6269772923,13,42,1,,,,
commands/1254765304/eng/19_0_0.wav,command,telegram,1254765304,19,64,0,,,,
commands/848032713/eng/19_0_2.wav,command,telegram,848032713,19,64,0,,,,
commands/1105993349/eng/15_4_0.wav,command,telegram,1105993349,15,52,1,,,,
rejects/eng/four_6b7d5101_nohash_1.wav,reject,google_speech,6b7d5101,23,71,0,,,,
rejects/eng/bird_f1b35ace_nohash_1.wav,reject,google_speech,f1b35ace,23,71,0,,,,
rejects/eng/common_voice_en_19756078.wav,reject,mozilla,unknown,23,71,0,,,,
commands/698176020/eng/11_0_1.wav,command,telegram,698176020,11,36,1,,,,
commands/1407029395/eng/17_2_1.wav,command,telegram,1407029395,17,61,0,,,,
rejects/eng/cat_3bfd30e6_nohash_0.wav,reject,google_speech,3bfd30e6,23,71,0,,,,
rejects/eng/yes_dedc7fab_nohash_0.wav,reject,google_speech,dedc7fab,23,71,0,,,,
commands/444849738/eng/10_0_3.wav,command,telegram,444849738,10,36,0,,,,
commands/67836100/eng/3_1_0.wav,command,telegram,67836100,3,5,1,,,,
commands/529489061/eng/18_1_0.wav,command,telegram,529489061,18,63,0,,,,
commands/450427228/eng/4_0_0.wav,command,telegram,450427228,4,12,0,,,,
rejects/eng/bird_c5c60d8d_nohash_1.wav,reject,google_speech,c5c60d8d,23,71,0,,,,
commands/679469464/eng/11_2_0.wav,command,telegram,679469464,11,38,1,,,,
rejects/eng/common_voice_en_20461232.wav,reject,mozilla,unknown,23,71,0,,,,
rejects/eng/common_voice_en_19471537.wav,reject,mozilla,unknown,23,71,0,,,,
rejects/eng/common_voice_en_19110380.wav,reject,mozilla,unknown,23,71,0,,,,
commands/6394042332/eng/1_2_1.wav,command,telegram,6394042332,1,2,1,,,,
commands/6394042332/eng/18_1_1.wav,command,telegram,6394042332,18,63,0,,,,
rejects/eng/on_b4aa9fef_nohash_2.wav,reject,google_speech,b4aa9fef,23,71,0,,,,
commands/6127040556/eng/12_1_1.wav,command,telegram,6127040556,12,41,0,,,,
commands/190682718/eng/4_0_0.wav,command,telegram,190682718,4,12,0,,,,
commands/883400960/eng/16_1_1.wav,command,telegram,883400960,16,57,0,,,,
rejects/eng/nine_9ff2d2f4_nohash_2.wav,reject,google_speech,9ff2d2f4,23,71,0,,,,
commands/2129086773/eng/11_1_0.wav,command,telegram,2129086773,11,37,1,,,,
rejects/eng/common_voice_en_20062154.wav,reject,mozilla,unknown,23,71,0,,,,
rejects/eng/common_voice_en_20404545.wav,reject,mozilla,unknown,23,71,0,,,,
rejects/eng/sheila_b6ebe225_nohash_1.wav,reject,google_speech,b6ebe225,23,71,0,,,,
rejects/eng/common_voice_en_19671643.wav,reject,mozilla,unknown,23,71,0,,,,
commands/945222367/eng/11_3_0.wav,command,telegram,945222367,11,39,1,,,,
commands/971441735/eng/13_0_0.wav,command,telegram,971441735,13,40,1,,,,
rejects/eng/common_voice_en_22809658.wav,reject,mozilla,unknown,23,71,0,,,,
commands/140346462/eng/16_1_0.wav,command,telegram,140346462,16,57,0,,,,
commands/945222367/eng/7_0_1.wav,command,telegram,945222367,7,20,1,,,,
commands/6127040556/eng/4_0_2.wav,command,telegram,6127040556,4,12,0,,,,
commands/697081431/eng/19_0_2.wav,command,telegram,697081431,19,64,0,,,,
commands/5637757826/eng/3_5_0.wav,command,telegram,5637757826,3,9,1,,,,
commands/1105993349/eng/12_1_1.wav,command,telegram,1105993349,12,41,0,,,,
rejects/eng/common_voice_en_22745795.wav,reject,mozilla,unknown,23,71,0,,,,
commands/6394042332/eng/3_5_0.wav,command,telegram,6394042332,3,9,1,,,,
commands/5057013370/eng/11_3_0.wav,command,telegram,5057013370,11,39,1,,,,
commands/883400960/eng/18_0_0.wav,command,telegram,883400960,18,62,0,,,,
rejects/eng/eight_c1d39ce8_nohash_3.wav,reject,google_speech,c1d39ce8,23,71,0,,,,
commands/444849738/eng/4_1_1.wav,command,telegram,444849738,4,13,0,,,,
commands/235766480/eng/9_1_0.wav,command,telegram,235766480,9,29,1,,,,
commands/564551272/eng/14_0_1.wav,command,telegram,564551272,14,48,0,,,,
commands/1153694021/eng/19_0_2.wav,command,telegram,1153694021,19,64,0,,,,
rejects/eng/common_voice_en_20149508.wav,reject,mozilla,unknown,23,71,0,,,,
commands/604008470/eng/7_7_0.wav,command,telegram,604008470,7,27,1,,,,
commands/971441735/eng/7_1_0.wav,command,telegram,971441735,7,21,1,,,,
commands/697081431/eng/22_2_1.wav,command,telegram,697081431,22,69,1,,,,
commands/235766480/eng/15_4_0.wav,command,telegram,235766480,15,52,1,,,,
rejects/eng/three_df280250_nohash_1.wav,reject,google_speech,df280250,23,71,0,,,,
commands/973086726/eng/17_0_0.wav,command,telegram,973086726,17,59,0,,,,
commands/945222367/eng/15_5_0.wav,command,telegram,945222367,15,53,1,,,,
commands/767889938/eng/22_3_1.wav,command,telegram,767889938,22,70,1,,,,
rejects/eng/nine_f2b8fc18_nohash_0.wav,reject,google_speech,f2b8fc18,23,71,0,,,,
commands/767889938/eng/21_0_3.wav,command,telegram,767889938,21,67,0,,,,
commands/381078203/eng/3_2_1.wav,command,telegram,381078203,3,6,1,,,,
commands/1153694021/eng/20_0_0.wav,command,telegram,1153694021,20,65,0,,,,
rejects/eng/sheila_85834399_nohash_1.wav,reject,google_speech,85834399,23,71,0,,,,
commands/381078203/eng/11_1_0.wav,command,telegram,381078203,11,37,1,,,,
commands/6394042332/eng/16_1_1.wav,command,telegram,6394042332,16,57,0,,,,
rejects/eng/common_voice_en_17948961.wav,reject,mozilla,unknown,23,71,0,,,,
commands/157846555/eng/2_0_0.wav,command,telegram,157846555,2,4,0,,,,
rejects/eng/one_bfa63751_nohash_0.wav,reject,google_speech,bfa63751,23,71,0,,,,
commands/702410657/eng/22_0_0.wav,command,telegram,702410657,22,67,1,,,,
rejects/eng/common_voice_en_18671742.wav,reject,mozilla,unknown,23,71,0,,,,
rejects/eng/common_voice_en_20029168.wav,reject,mozilla,unknown,23,71,0,,,,
rejects/eng/common_voice_en_18400588.wav,reject,mozilla,unknown,23,71,0,,,,
commands/848032713/eng/17_1_0.wav,command,telegram,848032713,17,60,0,,,,
