path,type,subtype
noises/strumenti_di_lavoro_lavorazione_metalli/grinder_mola/metal-grinder-on-run-off_MyXT7hV__NWM_004.wav,strumenti_di_lavoro_lavorazione_metalli,grinder_mola
noises/drill/127538_003.wav,drill,unknown
noises/catena_di_lavoro/hi-lo-motor-on-run-off_G1fJV3N__NWM_003.wav,catena_di_lavoro,unknown
noises/crf_melfi/production_line/production_line_1102_000.wav,crf_melfi,production_line
noises/fan/space-heater-run_fyqe_iEd_NWM_018.wav,fan,unknown
noises/drill/77774_001.wav,drill,unknown
noises/generatore/406290__kyles__generator-on-street-corner-gaza-2016_006.wav,generatore,unknown
noises/crf_melfi/production_line/production_line_019_000.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_958_000.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_274_000.wav,crf_melfi,production_line
noises/colpi_ripetuti/metalurgico_019.wav,colpi_ripetuti,unknown
noises/strumenti_di_lavoro_lavorazione_metalli/grinder_mola/Air_grinder_scrape_metal_surface_sparks_pneumatic_BLASTWAVEFX_26448_000.wav,strumenti_di_lavoro_lavorazione_metalli,grinder_mola
noises/crf_melfi/production_line/production_line_514_000.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_126_000.wav,crf_melfi,production_line
noises/crf_melfi/robot/felice_robot_056.wav,crf_melfi,robot
noises/drill/147019_000.wav,drill,unknown
noises/crf_melfi/production_line/production_line_769_000.wav,crf_melfi,production_line
noises/crf_melfi/elbow_screwdriver/elbow_screwdriver_008_000.wav,crf_melfi,elbow_screwdriver
noises/crf_melfi/robot/felice_robot_084.wav,crf_melfi,robot
noises/crf_melfi/production_line/production_line_1193_000.wav,crf_melfi,production_line
noises/strumenti_di_lavoro_lavorazione_metalli/grinder_mola/table-grinder-on-run-off_GyBzNhV__NWM_01_004.wav,strumenti_di_lavoro_lavorazione_metalli,grinder_mola
noises/strumenti_di_lavoro_lavorazione_metalli/saldatrice/kick-welder-operate_G18mSd4u_NWM_002.wav,strumenti_di_lavoro_lavorazione_metalli,saldatrice
noises/crf_melfi/production_line/production_line_298_000.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_1013_000.wav,crf_melfi,production_line
noises/strumenti_di_lavoro_lavorazione_metalli/compressore/478118__astounded__industrial-compressor_008.wav,strumenti_di_lavoro_lavorazione_metalli,compressore
noises/catena_di_lavoro/SDMechanicalFactoryPresslineINT01-MS_001.wav,catena_di_lavoro,unknown
noises/crf_melfi/production_line/production_line_315_000.wav,crf_melfi,production_line
noises/crf_melfi/elbow_screwdriver/elbow_screwdriver_012_000.wav,crf_melfi,elbow_screwdriver
noises/fan/space-heater-run_fyqe_iEd_NWM_014.wav,fan,unknown
noises/catena_di_lavoro_robot/bmw_car_046.wav,catena_di_lavoro_robot,unknown
noises/crf_melfi/production_line/production_line_725_000.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_202_000.wav,crf_melfi,production_line
noises/drill/377525_002.wav,drill,unknown
noises/strumenti_di_lavoro_lavorazione_metalli/saw/electric-edger-revs-turns-off_fyUZrOEd_NWM_000.wav,strumenti_di_lavoro_lavorazione_metalli,saw
noises/crf_melfi/production_line/production_line_396_000.wav,crf_melfi,production_line
noises/fan/space-heater-run_fyqe_iEd_NWM_020.wav,fan,unknown
noises/crf_melfi/production_line/production_line_608_000.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_979_000.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_824_000.wav,crf_melfi,production_line
noises/catena_di_lavoro/SDMechanicalFactoryassemblyliteINT01-MS_000.wav,catena_di_lavoro,unknown
noises/strumenti_di_lavoro_lavorazione_metalli/saldatrice/saldatrice_001.wav,strumenti_di_lavoro_lavorazione_metalli,saldatrice
noises/crf_melfi/move_arm/move_arm_0_000.wav,crf_melfi,move_arm
noises/catena_di_lavoro_robot/bmw_car_034.wav,catena_di_lavoro_robot,unknown
noises/crf_melfi/production_line/production_line_111_000.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_302_000.wav,crf_melfi,production_line
noises/colpi_ripetuti/metalurgico_001.wav,colpi_ripetuti,unknown
noises/crf_melfi/production_line/production_line_1042_000.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_010_000.wav,crf_melfi,production_line
noises/catena_di_lavoro_robot/bmw_car_036.wav,catena_di_lavoro_robot,unknown
noises/catena_di_lavoro_robot/ford_005.wav,catena_di_lavoro_robot,unknown
noises/crf_melfi/production_line/production_line_462_000.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_269_000.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_252_000.wav,crf_melfi,production_line
noises/crf_melfi/elbow_screwdriver/elbow_screwdriver_010_000.wav,crf_melfi,elbow_screwdriver
noises/crf_melfi/production_line/production_line_563_000.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_271_000.wav,crf_melfi,production_line
noises/strumenti_di_lavoro_lavorazione_metalli/grinder_mola/6-inch-belt-grinder-grind-pen_z1GFVOE__NWM_01_000.wav,strumenti_di_lavoro_lavorazione_metalli,grinder_mola
noises/crf_melfi/production_line/production_line_609_000.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_162_000.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_206_000.wav,crf_melfi,production_line
noises/strumenti_di_lavoro_lavorazione_metalli/tornio/tornio_010.wav,strumenti_di_lavoro_lavorazione_metalli,tornio
noises/crf_melfi/production_line/production_line_887_000.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_403_000.wav,crf_melfi,production_line
noises/catena_di_lavoro/SDMechanicalFactoryPresslineINT01-MS_003.wav,catena_di_lavoro,unknown
noises/fan/space-heater-run_fyqe_iEd_NWM_023.wav,fan,unknown
noises/crf_melfi/production_line/production_line_1139_000.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_056_000.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_867_000.wav,crf_melfi,production_line
noises/strumenti_di_lavoro_lavorazione_metalli/saldatrice/kick-welder-operate_G18mSd4u_NWM_000.wav,strumenti_di_lavoro_lavorazione_metalli,saldatrice
noises/crf_melfi/production_line/production_line_853_000.wav,crf_melfi,production_line
noises/drill/318197_001.wav,drill,unknown
noises/crf_melfi/production_line/production_line_1092_000.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_620_000.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_976_000.wav,crf_melfi,production_line
noises/strumenti_di_lavoro_lavorazione_metalli/grinder_mola/pialla_elettrica_007.wav,strumenti_di_lavoro_lavorazione_metalli,grinder_mola
noises/crf_melfi/robot/felice_robot_060.wav,crf_melfi,robot
noises/crf_melfi/production_line/production_line_222_000.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_113_000.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_844_000.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_671_000.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_849_000.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_046_000.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_171_000.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_542_000.wav,crf_melfi,production_line
noises/catena_di_lavoro_robot/robot_builds_cars_006.wav,catena_di_lavoro_robot,unknown
noises/crf_melfi/production_line/production_line_120_000.wav,crf_melfi,production_line
noises/drill/318197_002.wav,drill,unknown
noises/crf_melfi/production_line/production_line_652_000.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_1152_000.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_078_000.wav,crf_melfi,production_line
noises/catena_di_lavoro_robot/verniciatura_car_018.wav,catena_di_lavoro_robot,unknown
noises/crf_melfi/production_line/production_line_708_000.wav,crf_melfi,production_line
noises/crf_melfi/robot/felice_robot_049.wav,crf_melfi,robot
noises/crf_melfi/production_line/production_line_173_000.wav,crf_melfi,production_line
noises/crf_melfi/cooling_fan/cooling_fan_020_000.wav,crf_melfi,cooling_fan
noises/crf_melfi/move/move_0_000.wav,crf_melfi,move
noises/strumenti_di_lavoro_lavorazione_metalli/air-ratchet_cricchetto_ad_aria/air-ratchet-tighten-tire-lug-nut-tight-strain_MJ2cV_NO_NWM_001.wav,strumenti_di_lavoro_lavorazione_metalli,air-ratchet_cricchetto_ad_aria
noises/crf_melfi/production_line/production_line_337_000.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_573_000.wav,crf_melfi,production_line
noises/generatore/201889__gutek__power-generator_003.wav,generatore,unknown
noises/crf_melfi/production_line/production_line_087_000.wav,crf_melfi,production_line
noises/crf_melfi/cooling_fan/cooling_fan_024_000.wav,crf_melfi,cooling_fan
noises/catena_di_lavoro_robot/bmw_car_054.wav,catena_di_lavoro_robot,unknown
noises/crf_melfi/production_line/production_line_602_000.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_953_000.wav,crf_melfi,production_line
noises/catena_di_lavoro_robot/bmw_car_050.wav,catena_di_lavoro_robot,unknown
noises/crf_melfi/human_talk/human_talk_4_000.wav,crf_melfi,human_talk
noises/strumenti_di_lavoro_lavorazione_metalli/tornio/tornio_019.wav,strumenti_di_lavoro_lavorazione_metalli,tornio
noises/crf_melfi/production_line/production_line_387_000.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_1245_000.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_1291_000.wav,crf_melfi,production_line
noises/colpi_ripetuti/metalurgico_032.wav,colpi_ripetuti,unknown
noises/crf_melfi/production_line/production_line_789_000.wav,crf_melfi,production_line
noises/strumenti_di_lavoro_lavorazione_metalli/grinder_mola/metal-grinder-on-run-off_MyXT7hV__NWM_010.wav,strumenti_di_lavoro_lavorazione_metalli,grinder_mola
noises/crf_melfi/production_line/production_line_1264_000.wav,crf_melfi,production_line
noises/strumenti_di_lavoro_lavorazione_metalli/grinder_mola/table-grinder-on-run-off_GyBzNhV__NWM_01_000.wav,strumenti_di_lavoro_lavorazione_metalli,grinder_mola
noises/strumenti_di_lavoro_lavorazione_metalli/raschiatura/machine-cnc-milling-machine-screech_MkfSNuVO_NWM_005.wav,strumenti_di_lavoro_lavorazione_metalli,raschiatura
noises/crf_melfi/production_line/production_line_714_000.wav,crf_melfi,production_line
noises/crf_melfi/robot/felice_robot_091.wav,crf_melfi,robot
noises/strumenti_di_lavoro_lavorazione_metalli/grinder_mola/metal-grinder-on-run-off_MyXT7hV__NWM_005.wav,strumenti_di_lavoro_lavorazione_metalli,grinder_mola
noises/crf_melfi/production_line/production_line_1040_000.wav,crf_melfi,production_line
noises/drill/29722_001.wav,drill,unknown
noises/crf_melfi/production_line/production_line_343_000.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_903_000.wav,crf_melfi,production_line
noises/strumenti_di_lavoro_lavorazione_metalli/grinder_mola/metal-grinder-on-run-off_MyXT7hV__NWM_002.wav,strumenti_di_lavoro_lavorazione_metalli,grinder_mola
noises/drill/187863_001.wav,drill,unknown
noises/drill/400798_000.wav,drill,unknown
noises/crf_melfi/production_line/production_line_062_000.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_117_000.wav,crf_melfi,production_line
noises/catena_di_lavoro_robot/bmw_car_061.wav,catena_di_lavoro_robot,unknown
noises/drill/50413_002.wav,drill,unknown
noises/crf_melfi/production_line/production_line_412_000.wav,crf_melfi,production_line
noises/strumenti_di_lavoro_lavorazione_metalli/grinder_mola/metal-grinder-on-run-off_MyXT7hV__NWM_020.wav,strumenti_di_lavoro_lavorazione_metalli,grinder_mola
noises/crf_melfi/production_line/production_line_522_000.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_134_000.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_498_000.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_1053_000.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_047_000.wav,crf_melfi,production_line
noises/crf_melfi/move/move_2_000.wav,crf_melfi,move
noises/crf_melfi/production_line/production_line_752_000.wav,crf_melfi,production_line
noises/colpi_ripetuti/pile-driver-pound-hard-long_M1TUSONd_NWM_006.wav,colpi_ripetuti,unknown
noises/drill/216816_003.wav,drill,unknown
noises/crf_melfi/production_line/production_line_1175_000.wav,crf_melfi,production_line
noises/catena_di_lavoro/SDMechanicalFactoryconveyorlineINT01-MS_004.wav,catena_di_lavoro,unknown
noises/strumenti_di_lavoro_lavorazione_metalli/saldatrice/saldatrice_004.wav,strumenti_di_lavoro_lavorazione_metalli,saldatrice
noises/crf_melfi/robot/felice_robot_080.wav,crf_melfi,robot
noises/crf_melfi/robot/felice_robot_039.wav,crf_melfi,robot
noises/catena_di_lavoro/SDMechanicalFactoryassemblylineliteINT01-MS_006.wav,catena_di_lavoro,unknown
noises/fan/fan-blower-run-high_zyAAmn4u_NWM_002.wav,fan,unknown
noises/catena_di_lavoro/SDMechanicalFactoryconveyorlineINT01-MS_005.wav,catena_di_lavoro,unknown
noises/crf_melfi/production_line/production_line_1164_000.wav,crf_melfi,production_line
noises/drill/266626_000.wav,drill,unknown
noises/crf_melfi/production_line/production_line_922_000.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_611_000.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_176_000.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_981_000.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_394_000.wav,crf_melfi,production_line
noises/crf_melfi/cooling_fan/cooling_fan_033_000.wav,crf_melfi,cooling_fan
noises/crf_melfi/production_line/production_line_1090_000.wav,crf_melfi,production_line
noises/strumenti_di_lavoro_lavorazione_metalli/tornio/tornio_017.wav,strumenti_di_lavoro_lavorazione_metalli,tornio
noises/drill/128607_001.wav,drill,unknown
noises/crf_melfi/production_line/production_line_1158_000.wav,crf_melfi,production_line
noises/drill/66623_000.wav,drill,unknown
noises/crf_melfi/production_line/production_line_1186_000.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_1248_000.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_1051_000.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_615_000.wav,crf_melfi,production_line
noises/drill/55731_001.wav,drill,unknown
noises/crf_melfi/production_line/production_line_489_000.wav,crf_melfi,production_line
noises/drill/408703_003.wav,drill,unknown
noises/crf_melfi/production_line/production_line_600_000.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_905_000.wav,crf_melfi,production_line
noises/crf_melfi/gun_screwdriver/gun_screwdriver_026_000.wav,crf_melfi,gun_screwdriver
noises/strumenti_di_lavoro_lavorazione_metalli/air-ratchet_cricchetto_ad_aria/air-ratchet-turn-on-run-turn-off_fkcvPjNO_NWM_011.wav,strumenti_di_lavoro_lavorazione_metalli,air-ratchet_cricchetto_ad_aria
noises/catena_di_lavoro_robot/verniciatura_car_013.wav,catena_di_lavoro_robot,unknown
noises/colpi_ripetuti/metalurgico_022.wav,colpi_ripetuti,unknown
noises/drill/107842_000.wav,drill,unknown
noises/crf_melfi/production_line/production_line_132_000.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_272_000.wav,crf_melfi,production_line
noises/drill/66622_000.wav,drill,unknown
noises/crf_melfi/cooling_fan/cooling_fan_029_000.wav,crf_melfi,cooling_fan
noises/crf_melfi/robot/felice_robot_048.wav,crf_melfi,robot
noises/crf_melfi/production_line/production_line_043_000.wav,crf_melfi,production_line
noises/catena_di_lavoro_robot/ford_013.wav,catena_di_lavoro_robot,unknown
noises/drill/386261_001.wav,drill,unknown
noises/crf_melfi/production_line/production_line_996_000.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_1187_000.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_1149_000.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_1026_000.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_800_000.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_1060_000.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_003_000.wav,crf_melfi,production_line
noises/crf_melfi/industrial_trolley/industrial_trolley_033_000.wav,crf_melfi,industrial_trolley
noises/strumenti_di_lavoro_lavorazione_metalli/saw/band-saw-cut-grind_zJgCVuEO_NWM_002.wav,strumenti_di_lavoro_lavorazione_metalli,saw
noises/crf_melfi/human_talk/human_talk_17_000.wav,crf_melfi,human_talk
noises/catena_di_lavoro_robot/bmw_car_041.wav,catena_di_lavoro_robot,unknown
noises/crf_melfi/production_line/production_line_465_000.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_1192_000.wav,crf_melfi,production_line
noises/catena_di_lavoro_robot/bmw_car_037.wav,catena_di_lavoro_robot,unknown
noises/colpi_ripetuti/pile-driver-pound-hard-slow-to-fast_zJ6wSuVu_NWM_004.wav,colpi_ripetuti,unknown
noises/catena_di_lavoro_robot/bmw_car_004.wav,catena_di_lavoro_robot,unknown
noises/strumenti_di_lavoro_lavorazione_metalli/raschiatura/EFX_INT_Vibrator_on_Metal_Surface_04_006.wav,strumenti_di_lavoro_lavorazione_metalli,raschiatura
noises/crf_melfi/production_line/production_line_940_000.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_937_000.wav,crf_melfi,production_line
noises/crf_melfi/industrial_trolley/industrial_trolley_041_000.wav,crf_melfi,industrial_trolley
noises/catena_di_lavoro/SDMechanicalFactoryassemblyliteINT01-MS_003.wav,catena_di_lavoro,unknown
noises/crf_melfi/production_line/production_line_653_000.wav,crf_melfi,production_line
noises/colpi_ripetuti/metalurgico_006.wav,colpi_ripetuti,unknown
noises/strumenti_di_lavoro_lavorazione_metalli/tornio/137950__benboncan__wheel-lathe_006.wav,strumenti_di_lavoro_lavorazione_metalli,tornio
noises/drill/46668_002.wav,drill,unknown
noises/crf_melfi/production_line/production_line_984_000.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_255_000.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_597_000.wav,crf_melfi,production_line
noises/hammer/72143_000.wav,hammer,unknown
noises/crf_melfi/production_line/production_line_191_000.wav,crf_melfi,production_line
noises/crf_melfi/cooling_fan/cooling_fan_009_000.wav,crf_melfi,cooling_fan
noises/crf_melfi/production_line/production_line_772_000.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_1163_000.wav,crf_melfi,production_line
noises/strumenti_di_lavoro_lavorazione_metalli/grinder_mola/metal-grinder-on-run-off_MyXT7hV__NWM_011.wav,strumenti_di_lavoro_lavorazione_metalli,grinder_mola
noises/crf_melfi/production_line/production_line_060_000.wav,crf_melfi,production_line
noises/strumenti_di_lavoro_lavorazione_metalli/air-ratchet_cricchetto_ad_aria/air-ratchet-buzz-multiple_fyi9E_N__NWM_000.wav,strumenti_di_lavoro_lavorazione_metalli,air-ratchet_cricchetto_ad_aria
noises/strumenti_di_lavoro_lavorazione_metalli/tornio/tornio_012.wav,strumenti_di_lavoro_lavorazione_metalli,tornio
noises/strumenti_di_lavoro_lavorazione_metalli/air-ratchet_cricchetto_ad_aria/air-ratchet-buzz-multiple_fyi9E_N__NWM_007.wav,strumenti_di_lavoro_lavorazione_metalli,air-ratchet_cricchetto_ad_aria
noises/fan/space-heater-run_fyqe_iEd_NWM_022.wav,fan,unknown
noises/crf_melfi/production_line/production_line_732_000.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_305_000.wav,crf_melfi,production_line
noises/catena_di_lavoro_robot/bmw_car_073.wav,catena_di_lavoro_robot,unknown
noises/strumenti_di_lavoro_lavorazione_metalli/saw/industrial-saw-exhaust-hum-looping_M1uE_rEd_NWM_005.wav,strumenti_di_lavoro_lavorazione_metalli,saw
noises/catena_di_lavoro_robot/bmw_car_031.wav,catena_di_lavoro_robot,unknown
noises/catena_di_lavoro_robot/car_factory_kia_012.wav,catena_di_lavoro_robot,unknown
noises/catena_di_lavoro_robot/bmw_car_058.wav,catena_di_lavoro_robot,unknown
noises/drill/46668_001.wav,drill,unknown
noises/crf_melfi/production_line/production_line_505_000.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_518_000.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_156_000.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_231_000.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_000_000.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_164_000.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_035_000.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_555_000.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_402_000.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_680_000.wav,crf_melfi,production_line
noises/crf_melfi/robot/felice_robot_043.wav,crf_melfi,robot
noises/crf_melfi/robot/felice_robot_075.wav,crf_melfi,robot
noises/crf_melfi/production_line/production_line_895_000.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_1199_000.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_826_000.wav,crf_melfi,production_line
noises/crf_melfi/robot/felice_robot_041.wav,crf_melfi,robot
noises/strumenti_di_lavoro_lavorazione_metalli/grinder_mola/hand-grinder-start-run-grind-pause-stop_G1LzB_E__NWM_002.wav,strumenti_di_lavoro_lavorazione_metalli,grinder_mola
noises/drill/400805_001.wav,drill,unknown
noises/crf_melfi/production_line/production_line_792_000.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_847_000.wav,crf_melfi,production_line
noises/strumenti_di_lavoro_lavorazione_metalli/saldatrice/kick-welder-operate_G18mSd4u_NWM_014.wav,strumenti_di_lavoro_lavorazione_metalli,saldatrice
noises/hammer/72143_001.wav,hammer,unknown
noises/crf_melfi/production_line/production_line_1262_000.wav,crf_melfi,production_line
noises/crf_melfi/gun_screwdriver/gun_screwdriver_016_000.wav,crf_melfi,gun_screwdriver
noises/drill/104817_003.wav,drill,unknown
noises/drill/212396_002.wav,drill,unknown
noises/drill/95562_000.wav,drill,unknown
noises/drill/45383_000.wav,drill,unknown
noises/crf_melfi/production_line/production_line_157_000.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_781_000.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_562_000.wav,crf_melfi,production_line
noises/crf_melfi/robot/felice_robot_066.wav,crf_melfi,robot
