,0
150,Geraint
151,323966352
152,c518d1b1
153,202738934
154,e71b4ce6
155,2d82a556
156,f264e0df
157,5828dfa2
158,222556755
159,3bdf05d3
160,e41a903b
161,af405b69
162,IN_Wavenet_D
163,7ca023e2
164,8a325749
165,2ce7534c
166,8b775397
167,6071a214
168,d1a4fb3f
169,b00dff7e
170,MiaNeural
171,1224730345
172,GB_Wavenet_A
173,fa446c16
174,9a69672b
175,282273095
176,50033893
177,IN_Standard_A
178,466977274
179,1179001292
180,GB_Standard_F
181,fastspeech2_melgan
182,e1469561
183,dca2797e
184,f3cee168
185,MollyNeural
186,EricNeural
187,b49caed3
188,bdee441c
189,1520141330
190,5fadb538
191,85834399
192,GB_Standard_D
193,0fa1e7a9
194,a7dd45cf
195,fce96bac
196,48bfde8e
197,f297e878
198,US_Standard_B
199,af130f12
200,GB_Wavenet_B
201,lisa
202,1153694021
203,2025799315
204,8523766b
205,105e72bb
206,b737ee80
207,0e17f595
208,Justin
209,8910e5ef
210,1276203341
211,362625280
212,3f2b358d
213,587f3271
214,2118597066
215,9b3ea809
216,2140135041
217,7195ffa6
218,352792887
219,322249374
220,karen
221,24ad3ebe
222,dbb40d24
223,27b9a84f
224,1506793015
225,099d52ad
226,e14a99a5
227,881583a6
228,c50225fa
229,29503691
230,166000575
231,7add4c5f
232,aef8dcf5
233,ClaraNeural
234,ab00c4b2
235,67961766
236,adebe223
237,AmberNeural
238,fe1916ba
239,121876938
240,cab100c9
241,9cde5de8
242,179492157
243,fastspeech2_hifigan
244,f5e5e8b0
245,da7689f1
246,GB_Neural2_C
247,d9462202
248,laura
249,365307573
250,3ff840aa
251,4c841771
252,f34e6f44
253,41285056
254,096456f9
255,060cd039
256,US_Neural2_A
257,1237313710
258,a591c2ea
259,95ba4996
260,1816b768
261,ChristopherNeural
262,2146007936
263,0c40e715
264,bca56796
265,52e228e9
266,cd85758f
267,AU_Standard_C
268,366052369
269,1230421796
270,5f814c23
271,2109142388
272,caf9fceb
273,d197e3ae
274,1b4c9b89
275,e54a0f16
276,c90c0105
277,7c1d8533
278,LibbyNeural
279,af7a8296
280,AU_Wavenet_B
281,c24d96eb
282,90b94017
283,57cb3575
284,105a0eea
285,1bc45db9
286,fc94edb0
287,Kevin
288,653a48f5
289,8fe52b97
290,96c67073
291,2128855261
292,fa7895de
293,198584602
294,ConnorNeural
295,7192fddc
296,LeahNeural
297,ElizabethNeural
298,2126502572
299,1304767958
300,258f4559
301,1f3bece8
302,MitchellNeural
303,2143985449
304,27c30960
305,591d32f3
306,US_Wavenet_A
307,134001349
308,IN_Standard_B
309,b6ebe225
310,cfde27ba
311,4c7c95de
312,66cff190
313,6f689791
314,charles
315,1544136214
316,d9e9f554
317,e95c70e2
318,133699592
319,ccea893d
320,538e1856
321,22aa3665
322,b0c0197e
323,a4e8a997
324,JennyNeural
325,LukeNeural
326,553f1a79
327,48a8a69d
328,Kimberly
329,9a356ab9
330,AriaNeural
331,6e916de8
332,ab7b5acd
333,94de6a6a
334,US_Wavenet_B
335,1525639750
336,cc592808
337,GuyNeural
338,9e2ce5e3
339,2296b1af
340,f0ae7203
341,863880b7
342,65ec06e5
343,2080397916
344,8625475c
345,1f653d27
346,482000749
347,1780966140
348,3df9a3d4
349,6f2f57c1
350,JacobNeural
351,422d3197
352,962f27eb
353,d103dd6e
354,82b99576
355,d874a786
356,5e3dde6b
357,2055098585
358,44260689
359,84d1e469
360,1785329822
361,1314783113
362,1240446866
363,61bcb275
364,1889914753
365,7117fb6d
366,a1533da4
367,388942547
368,f292725f
369,1385338327
370,16db1582
371,Joey
372,daf230ac
373,c0e0f834
374,26b28ea7
375,db43cd03
376,2131190666
377,7257420c
378,2144090201
379,268005350
380,50ed8a7b
381,8335f893
382,407575728
383,rod
384,782c1305
385,bed06fac
386,2112358607
387,GB_Wavenet_F
388,3ca784ec
389,2796ac50
390,glowtts_melgan
391,989a2213
392,IN_Wavenet_B
393,232282882
394,AshleyNeural
395,4620dc14
396,2114178392
397,a60a09cf
398,dd086776
399,257e17e0
400,6d0ad764
401,b7a6f709
402,7dc95912
403,88f8a99c
404,GB_Neural2_A
405,6021f08b
406,3efef882
407,e6e29c47
408,1306913040
409,US_Standard_C
410,2066516850
411,d7467392
412,d9ae8983
413,406576777
414,5744b6a7
415,e8c3c5ca
416,445789300
417,c099668c
418,dbaf8fc6
419,1630728501
420,436294034
421,2115610208
422,aa48c94a
423,9dc1889e
424,44bc77f7
425,2e0d80f7
426,322245354
427,1153299253
428,LiamNeural
429,fde2dee7
430,7bae88ed
431,5b1db3ee
432,2145431989
433,4290ca61
434,2144627614
435,1086043658
436,2c6d3924
437,296821092
438,432184911
439,66774579
440,80c45ed6
441,1212263007
442,2058616
443,fastpitch_squeezewave
444,f84762e5
445,b1f8326d
446,52bfbce8
447,rachel
448,d5ca80c6
449,d91a159e
450,ffb86d3c
451,audrey
452,a8cf01bc
453,83957201
454,f2dd248e
455,mike
456,357011102
457,42beb5eb
458,c4cfbe43
459,3c165869
460,AU_Neural2_C
461,190987356
462,6736bc64
463,9d32f10a
464,507870188
465,fastspeech2_uniglow
466,dc75148d
467,1067240777
468,ef2a3cfb
469,37fc5d97
470,1953034279
471,798f702a
472,189947376
473,3903b558
474,AU_Standard_A
475,2120045280
476,190682718
477,fd32732a
478,44715c1c
479,lucy
480,43fc47a7
481,ec21c46b
482,62641b88
483,3aa6f4e2
484,62ff07ef
485,d55aa56c
486,fastpitch_uniglow
487,c2d15ea5
488,2123570996
489,4845bb10
490,2a89ad5c
491,0ea0e2f4
492,ec74a8a5
493,347330299
494,fastpitch_melgan
495,a9f38bae
496,tacotron2_hifigan
497,c4e1f6e0
498,377577537
499,glowtts_uniglow
500,b1426003
501,caedb73a
502,1323114146
503,8c7f81df
504,269423705
505,graham
506,395387919
507,bc196f81
508,eee9b9e2
509,1430746625
510,5ff3f9a1
511,glowtts_hifigan
512,2125472936
513,glowtts_squeezewave
514,184960439
515,1415529430
516,492297965
517,225920774
518,171b56dc
519,7be5a0f3
520,fastpitch_hifigan
521,409714222
522,298552117
523,1005594640
524,1284329670
525,445686566
526,2114682518
527,1064283897
528,145347160
529,30368201
530,179847597
531,122704679
532,1364524938
533,1035156532
534,1028780533
535,1092209077
536,fastspeech2_squeezewave
537,1145359176
538,1883652161
539,1659685150
540,5006572278
541,glowtts_waveglow
542,2104392071
543,279297158
544,1700542692
545,208525704
546,48724485
547,233601088
548,247786014
549,2129470480
550,1095491263
551,1944030722
552,1310061555
553,5062859821
554,1299468493
555,340310580
556,370932516
557,199231711
558,238808563
