path,type,subtype,speaker,command,snr
samples/crf_07/clean/ita/ita_0.wav,command,clean,crf_07,0,19
samples/crf_07/clean/ita/ita_2.wav,command,clean,crf_07,2,12
samples/crf_07/clean/ita/ita_16.wav,command,clean,crf_07,16,19
samples/crf_07/clean/ita/ita_5.wav,command,clean,crf_07,5,12
samples/crf_07/clean/ita/ita_10.wav,command,clean,crf_07,10,13
samples/crf_07/clean/ita/ita_6.wav,command,clean,crf_07,6,14
samples/crf_07/clean/ita/ita_27.wav,command,clean,crf_07,27,20
samples/crf_07/clean/ita/ita_13.wav,command,clean,crf_07,13,15
samples/crf_07/clean/ita/ita_20.wav,command,clean,crf_07,20,19
samples/crf_07/clean/ita/ita_24.wav,command,clean,crf_07,24,-4
samples/crf_07/clean/ita/ita_17.wav,command,clean,crf_07,17,16
samples/crf_07/clean/ita/ita_1.wav,command,clean,crf_07,1,19
samples/crf_07/clean/ita/ita_3.wav,command,clean,crf_07,3,13
samples/fr_1/noisy/ita/ita_28.wav,command,noisy,fr_1,28,4
samples/fr_1/noisy/ita/ita_25.wav,command,noisy,fr_1,25,-6
samples/fr_1/noisy/ita/ita_14.wav,command,noisy,fr_1,14,-2
samples/fr_1/noisy/ita/ita_19.wav,command,noisy,fr_1,19,2
samples/fr_1/noisy/ita/ita_23.wav,command,noisy,fr_1,23,-5
samples/fr_1/noisy/ita/ita_22.wav,command,noisy,fr_1,22,11
samples/fr_1/noisy/ita/ita_11.wav,command,noisy,fr_1,11,2
samples/fr_1/noisy/ita/ita_4.wav,command,noisy,fr_1,4,3
samples/fr_1/noisy/ita/ita_12.wav,command,noisy,fr_1,12,9
samples/fr_1/noisy/ita/ita_29.wav,command,noisy,fr_1,29,3
samples/fr_1/noisy/ita/ita_9.wav,command,noisy,fr_1,9,4
samples/fr_1/noisy/ita/ita_21.wav,command,noisy,fr_1,21,5
samples/fr_1/noisy/ita/ita_30.wav,command,noisy,fr_1,30,5
samples/fr_1/noisy/ita/ita_26.wav,command,noisy,fr_1,26,4
samples/fr_1/noisy/ita/ita_7.wav,command,noisy,fr_1,7,2
samples/fr_1/noisy/ita/ita_15.wav,command,noisy,fr_1,15,2
samples/fr_1/noisy/ita/ita_8.wav,command,noisy,fr_1,8,5
samples/fr_1/noisy/ita/ita_18.wav,command,noisy,fr_1,18,3
samples/fr_1/noisy/ita/ita_0.wav,command,noisy,fr_1,0,-1
samples/fr_1/noisy/ita/ita_2.wav,command,noisy,fr_1,2,-7
samples/fr_1/noisy/ita/ita_16.wav,command,noisy,fr_1,16,-2
samples/fr_1/noisy/ita/ita_5.wav,command,noisy,fr_1,5,2
samples/fr_1/noisy/ita/ita_10.wav,command,noisy,fr_1,10,-2
samples/fr_1/noisy/ita/ita_6.wav,command,noisy,fr_1,6,10
samples/fr_1/noisy/ita/ita_27.wav,command,noisy,fr_1,27,10
samples/fr_1/noisy/ita/ita_13.wav,command,noisy,fr_1,13,5
samples/fr_1/noisy/ita/ita_20.wav,command,noisy,fr_1,20,10
samples/fr_1/noisy/ita/ita_24.wav,command,noisy,fr_1,24,-9
samples/fr_1/noisy/ita/ita_17.wav,command,noisy,fr_1,17,5
samples/fr_1/noisy/ita/ita_1.wav,command,noisy,fr_1,1,8
samples/fr_1/noisy/ita/ita_3.wav,command,noisy,fr_1,3,2
samples/crf_06/noisy/ita/ita_28.wav,command,noisy,crf_06,28,-17
samples/crf_06/noisy/ita/ita_25.wav,command,noisy,crf_06,25,4
samples/crf_06/noisy/ita/ita_14.wav,command,noisy,crf_06,14,-11
samples/crf_06/noisy/ita/ita_19.wav,command,noisy,crf_06,19,-12
samples/crf_06/noisy/ita/ita_23.wav,command,noisy,crf_06,23,-7
samples/crf_06/noisy/ita/ita_22.wav,command,noisy,crf_06,22,0
samples/crf_06/noisy/ita/ita_11.wav,command,noisy,crf_06,11,-5
samples/crf_06/noisy/ita/ita_4.wav,command,noisy,crf_06,4,0
samples/crf_06/noisy/ita/ita_12.wav,command,noisy,crf_06,12,-1
samples/crf_06/noisy/ita/ita_29.wav,command,noisy,crf_06,29,-18
samples/crf_06/noisy/ita/ita_9.wav,command,noisy,crf_06,9,-9
samples/crf_06/noisy/ita/ita_21.wav,command,noisy,crf_06,21,-2
samples/crf_06/noisy/ita/ita_30.wav,command,noisy,crf_06,30,-8
samples/crf_06/noisy/ita/ita_26.wav,command,noisy,crf_06,26,-11
samples/crf_06/noisy/ita/ita_7.wav,command,noisy,crf_06,7,-5
samples/crf_06/noisy/ita/ita_15.wav,command,noisy,crf_06,15,7
samples/crf_06/noisy/ita/ita_8.wav,command,noisy,crf_06,8,-4
samples/crf_06/noisy/ita/ita_18.wav,command,noisy,crf_06,18,-6
samples/crf_06/noisy/ita/ita_0.wav,command,noisy,crf_06,0,-2
samples/crf_06/noisy/ita/ita_2.wav,command,noisy,crf_06,2,-8
samples/crf_06/noisy/ita/ita_16.wav,command,noisy,crf_06,16,-6
samples/crf_06/noisy/ita/ita_5.wav,command,noisy,crf_06,5,-5
samples/crf_06/noisy/ita/ita_10.wav,command,noisy,crf_06,10,-1
samples/crf_06/noisy/ita/ita_6.wav,command,noisy,crf_06,6,-3
samples/crf_06/noisy/ita/ita_27.wav,command,noisy,crf_06,27,0
samples/crf_06/noisy/ita/ita_13.wav,command,noisy,crf_06,13,-9
samples/crf_06/noisy/ita/ita_20.wav,command,noisy,crf_06,20,-18
samples/crf_06/noisy/ita/ita_24.wav,command,noisy,crf_06,24,-4
samples/crf_06/noisy/ita/ita_17.wav,command,noisy,crf_06,17,-19
samples/crf_06/noisy/ita/ita_1.wav,command,noisy,crf_06,1,5
samples/crf_06/noisy/ita/ita_3.wav,command,noisy,crf_06,3,4
samples/crf_06/clean/ita/ita_28.wav,command,clean,crf_06,28,6
samples/crf_06/clean/ita/ita_25.wav,command,clean,crf_06,25,8
samples/crf_06/clean/ita/ita_14.wav,command,clean,crf_06,14,15
samples/crf_06/clean/ita/ita_19.wav,command,clean,crf_06,19,11
samples/crf_06/clean/ita/ita_23.wav,command,clean,crf_06,23,11
samples/crf_06/clean/ita/ita_22.wav,command,clean,crf_06,22,14
samples/crf_06/clean/ita/ita_11.wav,command,clean,crf_06,11,10
samples/crf_06/clean/ita/ita_4.wav,command,clean,crf_06,4,13
samples/crf_06/clean/ita/ita_12.wav,command,clean,crf_06,12,11
samples/crf_06/clean/ita/ita_29.wav,command,clean,crf_06,29,16
samples/crf_06/clean/ita/ita_9.wav,command,clean,crf_06,9,7
samples/crf_06/clean/ita/ita_21.wav,command,clean,crf_06,21,12
samples/crf_06/clean/ita/ita_30.wav,command,clean,crf_06,30,13
samples/crf_06/clean/ita/ita_26.wav,command,clean,crf_06,26,0
samples/crf_06/clean/ita/ita_7.wav,command,clean,crf_06,7,13
samples/crf_06/clean/ita/ita_15.wav,command,clean,crf_06,15,17
samples/crf_06/clean/ita/ita_8.wav,command,clean,crf_06,8,12
samples/crf_06/clean/ita/ita_18.wav,command,clean,crf_06,18,10
samples/crf_06/clean/ita/ita_0.wav,command,clean,crf_06,0,21
samples/crf_06/clean/ita/ita_2.wav,command,clean,crf_06,2,20
samples/crf_06/clean/ita/ita_16.wav,command,clean,crf_06,16,10
samples/crf_06/clean/ita/ita_5.wav,command,clean,crf_06,5,12
samples/crf_06/clean/ita/ita_10.wav,command,clean,crf_06,10,11
samples/crf_06/clean/ita/ita_6.wav,command,clean,crf_06,6,11
samples/crf_06/clean/ita/ita_27.wav,command,clean,crf_06,27,11
samples/crf_06/clean/ita/ita_13.wav,command,clean,crf_06,13,9
samples/crf_06/clean/ita/ita_20.wav,command,clean,crf_06,20,13
samples/crf_06/clean/ita/ita_24.wav,command,clean,crf_06,24,-5
samples/crf_06/clean/ita/ita_17.wav,command,clean,crf_06,17,13
samples/crf_06/clean/ita/ita_1.wav,command,clean,crf_06,1,22
samples/crf_06/clean/ita/ita_3.wav,command,clean,crf_06,3,14
samples/crf_02/noisy/ita/ita_28.wav,command,noisy,crf_02,28,-3
samples/crf_02/noisy/ita/ita_25.wav,command,noisy,crf_02,25,11
samples/crf_02/noisy/ita/ita_14.wav,command,noisy,crf_02,14,9
samples/crf_02/noisy/ita/ita_19.wav,command,noisy,crf_02,19,3
samples/crf_02/noisy/ita/ita_23.wav,command,noisy,crf_02,23,-13
samples/crf_02/noisy/ita/ita_22.wav,command,noisy,crf_02,22,9
samples/crf_02/noisy/ita/ita_11.wav,command,noisy,crf_02,11,9
samples/crf_02/noisy/ita/ita_4.wav,command,noisy,crf_02,4,10
samples/crf_02/noisy/ita/ita_12.wav,command,noisy,crf_02,12,8
samples/crf_02/noisy/ita/ita_29.wav,command,noisy,crf_02,29,9
samples/crf_02/noisy/ita/ita_9.wav,command,noisy,crf_02,9,8
samples/crf_02/noisy/ita/ita_21.wav,command,noisy,crf_02,21,0
samples/crf_02/noisy/ita/ita_30.wav,command,noisy,crf_02,30,-1
samples/crf_02/noisy/ita/ita_26.wav,command,noisy,crf_02,26,4
samples/crf_02/noisy/ita/ita_7.wav,command,noisy,crf_02,7,1
samples/crf_02/noisy/ita/ita_15.wav,command,noisy,crf_02,15,12
samples/crf_02/noisy/ita/ita_8.wav,command,noisy,crf_02,8,3
samples/crf_02/noisy/ita/ita_18.wav,command,noisy,crf_02,18,4
samples/crf_02/noisy/ita/ita_0.wav,command,noisy,crf_02,0,-2
samples/crf_02/noisy/ita/ita_2.wav,command,noisy,crf_02,2,1
samples/crf_02/noisy/ita/ita_16.wav,command,noisy,crf_02,16,10
samples/crf_02/noisy/ita/ita_5.wav,command,noisy,crf_02,5,0
samples/crf_02/noisy/ita/ita_10.wav,command,noisy,crf_02,10,9
samples/crf_02/noisy/ita/ita_6.wav,command,noisy,crf_02,6,8
samples/crf_02/noisy/ita/ita_27.wav,command,noisy,crf_02,27,3
samples/crf_02/noisy/ita/ita_13.wav,command,noisy,crf_02,13,7
samples/crf_02/noisy/ita/ita_20.wav,command,noisy,crf_02,20,8
samples/crf_02/noisy/ita/ita_24.wav,command,noisy,crf_02,24,-11
samples/crf_02/noisy/ita/ita_17.wav,command,noisy,crf_02,17,9
samples/crf_02/noisy/ita/ita_1.wav,command,noisy,crf_02,1,0
samples/crf_02/noisy/ita/ita_3.wav,command,noisy,crf_02,3,0
samples/crf_02/clean/ita/ita_28.wav,command,clean,crf_02,28,17
samples/crf_02/clean/ita/ita_25.wav,command,clean,crf_02,25,15
samples/crf_02/clean/ita/ita_14.wav,command,clean,crf_02,14,17
samples/crf_02/clean/ita/ita_19.wav,command,clean,crf_02,19,16
samples/crf_02/clean/ita/ita_23.wav,command,clean,crf_02,23,-4
samples/crf_02/clean/ita/ita_22.wav,command,clean,crf_02,22,18
samples/crf_02/clean/ita/ita_11.wav,command,clean,crf_02,11,14
samples/crf_02/clean/ita/ita_4.wav,command,clean,crf_02,4,16
samples/crf_02/clean/ita/ita_12.wav,command,clean,crf_02,12,13
samples/crf_02/clean/ita/ita_29.wav,command,clean,crf_02,29,19
samples/crf_02/clean/ita/ita_9.wav,command,clean,crf_02,9,18
samples/crf_02/clean/ita/ita_21.wav,command,clean,crf_02,21,19
samples/crf_02/clean/ita/ita_30.wav,command,clean,crf_02,30,14
samples/crf_02/clean/ita/ita_26.wav,command,clean,crf_02,26,15
samples/crf_02/clean/ita/ita_7.wav,command,clean,crf_02,7,17
samples/crf_02/clean/ita/ita_15.wav,command,clean,crf_02,15,19
samples/crf_02/clean/ita/ita_8.wav,command,clean,crf_02,8,18
samples/crf_02/clean/ita/ita_18.wav,command,clean,crf_02,18,16
samples/crf_02/clean/ita/ita_0.wav,command,clean,crf_02,0,16
samples/crf_02/clean/ita/ita_2.wav,command,clean,crf_02,2,19
samples/crf_02/clean/ita/ita_16.wav,command,clean,crf_02,16,19
samples/crf_02/clean/ita/ita_5.wav,command,clean,crf_02,5,15
samples/crf_02/clean/ita/ita_10.wav,command,clean,crf_02,10,18
samples/crf_02/clean/ita/ita_6.wav,command,clean,crf_02,6,17
samples/crf_02/clean/ita/ita_27.wav,command,clean,crf_02,27,14
samples/crf_02/clean/ita/ita_13.wav,command,clean,crf_02,13,14
samples/crf_02/clean/ita/ita_20.wav,command,clean,crf_02,20,17
samples/crf_02/clean/ita/ita_24.wav,command,clean,crf_02,24,-2
samples/crf_02/clean/ita/ita_17.wav,command,clean,crf_02,17,20
samples/crf_02/clean/ita/ita_1.wav,command,clean,crf_02,1,20
samples/crf_02/clean/ita/ita_3.wav,command,clean,crf_02,3,16
samples/crf_08/noisy/ita/ita_28.wav,command,noisy,crf_08,28,-10
samples/crf_08/noisy/ita/ita_25.wav,command,noisy,crf_08,25,-13
samples/crf_08/noisy/ita/ita_14.wav,command,noisy,crf_08,14,4
samples/crf_08/noisy/ita/ita_19.wav,command,noisy,crf_08,19,-4
samples/crf_08/noisy/ita/ita_23.wav,command,noisy,crf_08,23,-18
samples/crf_08/noisy/ita/ita_22.wav,command,noisy,crf_08,22,-17
samples/crf_08/noisy/ita/ita_11.wav,command,noisy,crf_08,11,-8
samples/crf_08/noisy/ita/ita_4.wav,command,noisy,crf_08,4,-1
samples/crf_08/noisy/ita/ita_12.wav,command,noisy,crf_08,12,-4
samples/crf_08/noisy/ita/ita_29.wav,command,noisy,crf_08,29,0
samples/crf_08/noisy/ita/ita_9.wav,command,noisy,crf_08,9,-3
samples/crf_08/noisy/ita/ita_21.wav,command,noisy,crf_08,21,0
samples/crf_08/noisy/ita/ita_30.wav,command,noisy,crf_08,30,-14
samples/crf_08/noisy/ita/ita_26.wav,command,noisy,crf_08,26,-8
samples/crf_08/noisy/ita/ita_7.wav,command,noisy,crf_08,7,-2
samples/crf_08/noisy/ita/ita_15.wav,command,noisy,crf_08,15,1
samples/crf_08/noisy/ita/ita_8.wav,command,noisy,crf_08,8,-7
samples/crf_08/noisy/ita/ita_18.wav,command,noisy,crf_08,18,-3
samples/crf_08/noisy/ita/ita_0.wav,command,noisy,crf_08,0,-1
samples/crf_08/noisy/ita/ita_2.wav,command,noisy,crf_08,2,-3
samples/crf_08/noisy/ita/ita_16.wav,command,noisy,crf_08,16,-3
samples/crf_08/noisy/ita/ita_5.wav,command,noisy,crf_08,5,-5
samples/crf_08/noisy/ita/ita_10.wav,command,noisy,crf_08,10,-1
samples/crf_08/noisy/ita/ita_6.wav,command,noisy,crf_08,6,-5
samples/crf_08/noisy/ita/ita_27.wav,command,noisy,crf_08,27,-18
samples/crf_08/noisy/ita/ita_13.wav,command,noisy,crf_08,13,-3
samples/crf_08/noisy/ita/ita_20.wav,command,noisy,crf_08,20,0
samples/crf_08/noisy/ita/ita_24.wav,command,noisy,crf_08,24,-15
samples/crf_08/noisy/ita/ita_17.wav,command,noisy,crf_08,17,2
samples/crf_08/noisy/ita/ita_1.wav,command,noisy,crf_08,1,-4
samples/crf_08/noisy/ita/ita_3.wav,command,noisy,crf_08,3,-2
samples/crf_08/clean/ita/ita_28.wav,command,clean,crf_08,28,18
samples/crf_08/clean/ita/ita_25.wav,command,clean,crf_08,25,20
samples/crf_08/clean/ita/ita_14.wav,command,clean,crf_08,14,23
samples/crf_08/clean/ita/ita_19.wav,command,clean,crf_08,19,21
samples/crf_08/clean/ita/ita_23.wav,command,clean,crf_08,23,16
samples/crf_08/clean/ita/ita_22.wav,command,clean,crf_08,22,20
samples/crf_08/clean/ita/ita_11.wav,command,clean,crf_08,11,20
samples/crf_08/clean/ita/ita_4.wav,command,clean,crf_08,4,23
samples/crf_08/clean/ita/ita_12.wav,command,clean,crf_08,12,21
samples/crf_08/clean/ita/ita_29.wav,command,clean,crf_08,29,24
samples/crf_08/clean/ita/ita_9.wav,command,clean,crf_08,9,22
samples/crf_08/clean/ita/ita_21.wav,command,clean,crf_08,21,18
samples/crf_08/clean/ita/ita_30.wav,command,clean,crf_08,30,24
samples/crf_08/clean/ita/ita_26.wav,command,clean,crf_08,26,20
samples/crf_08/clean/ita/ita_7.wav,command,clean,crf_08,7,20
samples/crf_08/clean/ita/ita_15.wav,command,clean,crf_08,15,27
samples/crf_08/clean/ita/ita_8.wav,command,clean,crf_08,8,21
samples/crf_08/clean/ita/ita_18.wav,command,clean,crf_08,18,21
samples/crf_08/clean/ita/ita_0.wav,command,clean,crf_08,0,20
samples/crf_08/clean/ita/ita_2.wav,command,clean,crf_08,2,16
samples/crf_08/clean/ita/ita_16.wav,command,clean,crf_08,16,21
samples/crf_08/clean/ita/ita_5.wav,command,clean,crf_08,5,22
samples/crf_08/clean/ita/ita_10.wav,command,clean,crf_08,10,20
samples/crf_08/clean/ita/ita_6.wav,command,clean,crf_08,6,19
samples/crf_08/clean/ita/ita_27.wav,command,clean,crf_08,27,22
samples/crf_08/clean/ita/ita_13.wav,command,clean,crf_08,13,17
samples/crf_08/clean/ita/ita_20.wav,command,clean,crf_08,20,20
samples/crf_08/clean/ita/ita_24.wav,command,clean,crf_08,24,17
samples/crf_08/clean/ita/ita_17.wav,command,clean,crf_08,17,22
samples/crf_08/clean/ita/ita_1.wav,command,clean,crf_08,1,22
samples/crf_08/clean/ita/ita_3.wav,command,clean,crf_08,3,20
samples/fr_6/noisy/ita/ita_28.wav,command,noisy,fr_6,28,8
samples/fr_6/noisy/ita/ita_25.wav,command,noisy,fr_6,25,0
samples/fr_6/noisy/ita/ita_14.wav,command,noisy,fr_6,14,6
samples/fr_6/noisy/ita/ita_19.wav,command,noisy,fr_6,19,4
samples/fr_6/noisy/ita/ita_23.wav,command,noisy,fr_6,23,-1
samples/fr_6/noisy/ita/ita_22.wav,command,noisy,fr_6,22,12
samples/fr_6/noisy/ita/ita_11.wav,command,noisy,fr_6,11,3
samples/fr_6/noisy/ita/ita_4.wav,command,noisy,fr_6,4,0
samples/fr_6/noisy/ita/ita_12.wav,command,noisy,fr_6,12,0
samples/fr_6/noisy/ita/ita_29.wav,command,noisy,fr_6,29,8
samples/fr_6/noisy/ita/ita_9.wav,command,noisy,fr_6,9,1
samples/fr_6/noisy/ita/ita_21.wav,command,noisy,fr_6,21,8
samples/fr_6/noisy/ita/ita_30.wav,command,noisy,fr_6,30,10
samples/fr_6/noisy/ita/ita_26.wav,command,noisy,fr_6,26,0
samples/fr_6/noisy/ita/ita_7.wav,command,noisy,fr_6,7,8
samples/fr_6/noisy/ita/ita_15.wav,command,noisy,fr_6,15,11
samples/fr_6/noisy/ita/ita_8.wav,command,noisy,fr_6,8,6
samples/fr_6/noisy/ita/ita_18.wav,command,noisy,fr_6,18,4
samples/fr_6/noisy/ita/ita_0.wav,command,noisy,fr_6,0,3
samples/fr_6/noisy/ita/ita_2.wav,command,noisy,fr_6,2,-3
samples/fr_6/noisy/ita/ita_16.wav,command,noisy,fr_6,16,4
samples/fr_6/noisy/ita/ita_5.wav,command,noisy,fr_6,5,0
samples/fr_6/noisy/ita/ita_10.wav,command,noisy,fr_6,10,3
samples/fr_6/noisy/ita/ita_6.wav,command,noisy,fr_6,6,-2
samples/fr_6/noisy/ita/ita_27.wav,command,noisy,fr_6,27,-2
samples/fr_6/noisy/ita/ita_13.wav,command,noisy,fr_6,13,1
samples/fr_6/noisy/ita/ita_20.wav,command,noisy,fr_6,20,10
samples/fr_6/noisy/ita/ita_24.wav,command,noisy,fr_6,24,-3
samples/fr_6/noisy/ita/ita_17.wav,command,noisy,fr_6,17,11
samples/fr_6/noisy/ita/ita_1.wav,command,noisy,fr_6,1,0
samples/fr_6/noisy/ita/ita_3.wav,command,noisy,fr_6,3,1
samples/fr_0/noisy/ita/ita_28.wav,command,noisy,fr_0,28,-3
samples/fr_0/noisy/ita/ita_25.wav,command,noisy,fr_0,25,-11
samples/fr_0/noisy/ita/ita_14.wav,command,noisy,fr_0,14,2
samples/fr_0/noisy/ita/ita_19.wav,command,noisy,fr_0,19,3
samples/fr_0/noisy/ita/ita_23.wav,command,noisy,fr_0,23,-9
samples/fr_0/noisy/ita/ita_22.wav,command,noisy,fr_0,22,-2
samples/fr_0/noisy/ita/ita_11.wav,command,noisy,fr_0,11,-2
samples/fr_0/noisy/ita/ita_4.wav,command,noisy,fr_0,4,-3
samples/fr_0/noisy/ita/ita_12.wav,command,noisy,fr_0,12,-13
samples/fr_0/noisy/ita/ita_29.wav,command,noisy,fr_0,29,-4
samples/fr_0/noisy/ita/ita_9.wav,command,noisy,fr_0,9,-2
samples/fr_0/noisy/ita/ita_21.wav,command,noisy,fr_0,21,-4
samples/fr_0/noisy/ita/ita_30.wav,command,noisy,fr_0,30,-4
samples/fr_0/noisy/ita/ita_26.wav,command,noisy,fr_0,26,-8
samples/fr_0/noisy/ita/ita_7.wav,command,noisy,fr_0,7,-2
samples/fr_0/noisy/ita/ita_15.wav,command,noisy,fr_0,15,-7
samples/fr_0/noisy/ita/ita_8.wav,command,noisy,fr_0,8,2
samples/fr_0/noisy/ita/ita_18.wav,command,noisy,fr_0,18,2
samples/fr_0/noisy/ita/ita_0.wav,command,noisy,fr_0,0,4
samples/fr_0/noisy/ita/ita_2.wav,command,noisy,fr_0,2,-15
samples/fr_0/noisy/ita/ita_16.wav,command,noisy,fr_0,16,-3
samples/fr_0/noisy/ita/ita_5.wav,command,noisy,fr_0,5,-5
samples/fr_0/noisy/ita/ita_10.wav,command,noisy,fr_0,10,2
samples/fr_0/noisy/ita/ita_6.wav,command,noisy,fr_0,6,0
samples/fr_0/noisy/ita/ita_27.wav,command,noisy,fr_0,27,-13
samples/fr_0/noisy/ita/ita_13.wav,command,noisy,fr_0,13,-9
samples/fr_0/noisy/ita/ita_20.wav,command,noisy,fr_0,20,-5
samples/fr_0/noisy/ita/ita_24.wav,command,noisy,fr_0,24,-5
samples/fr_0/noisy/ita/ita_17.wav,command,noisy,fr_0,17,1
samples/fr_0/noisy/ita/ita_1.wav,command,noisy,fr_0,1,-8
samples/fr_0/noisy/ita/ita_3.wav,command,noisy,fr_0,3,-14
samples/crf_01/noisy/ita/ita_robot_18.wav,command,noisy,crf_01,18,-4
samples/crf_01/noisy/ita/ita_robot_2.wav,command,noisy,crf_01,2,-12
samples/crf_01/noisy/ita/ita_robot_5.wav,command,noisy,crf_01,5,-3
samples/crf_01/noisy/ita/ita_robot_27.wav,command,noisy,crf_01,27,3
samples/crf_01/noisy/ita/ita_robot_20.wav,command,noisy,crf_01,20,-1
samples/crf_01/noisy/ita/ita_robot_25.wav,command,noisy,crf_01,25,-1
samples/crf_01/noisy/ita/ita_robot_7.wav,command,noisy,crf_01,7,-3
samples/crf_01/noisy/ita/ita_robot_10.wav,command,noisy,crf_01,10,-1
samples/crf_01/noisy/ita/ita_robot_14.wav,command,noisy,crf_01,14,0
samples/crf_01/noisy/ita/ita_robot_4.wav,command,noisy,crf_01,4,-5
samples/crf_01/noisy/ita/ita_robot_22.wav,command,noisy,crf_01,22,4
samples/crf_01/noisy/ita/ita_robot_13.wav,command,noisy,crf_01,13,-3
samples/crf_01/noisy/ita/ita_robot_30.wav,command,noisy,crf_01,30,11
samples/crf_01/noisy/ita/ita_robot_17.wav,command,noisy,crf_01,17,-8
samples/crf_01/noisy/ita/ita_robot_21.wav,command,noisy,crf_01,21,-7
samples/crf_01/noisy/ita/ita_robot_1.wav,command,noisy,crf_01,1,1
samples/crf_01/noisy/ita/ita_robot_24.wav,command,noisy,crf_01,24,-11
samples/crf_01/noisy/ita/ita_robot_8.wav,command,noisy,crf_01,8,0
samples/crf_01/noisy/ita/ita_robot_11.wav,command,noisy,crf_01,11,-6
samples/crf_01/noisy/ita/ita_robot_15.wav,command,noisy,crf_01,15,2
samples/crf_01/noisy/ita/ita_robot_9.wav,command,noisy,crf_01,9,0
samples/crf_01/noisy/ita/ita_robot_16.wav,command,noisy,crf_01,16,0
samples/crf_01/noisy/ita/ita_robot_28.wav,command,noisy,crf_01,28,-2
samples/crf_01/noisy/ita/ita_robot_23.wav,command,noisy,crf_01,23,-1
samples/crf_01/noisy/ita/ita_robot_29.wav,command,noisy,crf_01,29,8
samples/crf_01/noisy/ita/ita_robot_0.wav,command,noisy,crf_01,0,-5
samples/crf_01/noisy/ita/ita_robot_19.wav,command,noisy,crf_01,19,-8
