,speaker_id,service,path,cmd_index
1187,7ec0688a2787058a2d8a378826c77f22c7fb4e08e11bbe92276535096afbcb6f72ff30dba1b6050646b21e4e6902ae57d4178ae54a8495bb8f3e272fc64b57e5,,/mnt/sdb1/sbini/Speec-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/reject_plus_common_voice/out/train_id_0/common_voice_en_19966105.wav,7
298,1314783113,real,/mnt/sdb1/sbini/Speec-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/commands/1314783113/eng/eng_2.wav,2
12,617568216,real,/mnt/sdb1/sbini/Speec-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/commands/617568216/eng/eng_0.wav,0
1227,754d9141f346eac01aa8c61914323d0ff46c5373090bd39070b4aa0755396ce5ce1d7aaf0470475a2d965ff91ccc30fd76dad4063c2886dbfa745b0c9f94806c,,/mnt/sdb1/sbini/Speec-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/reject_plus_common_voice/out/train_id_0/common_voice_en_19990228.wav,7
976,9733e4b369cdfc6a4d17aecdfe3264d4bf6c64bf9956213bed72b4f1b0d6ca6dbb14aa6b683bc27cfb329f29e2b9428b8dd496ad7fbd71d85b86e58023fc8bfe,,/mnt/sdb1/sbini/Speec-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/reject_plus_common_voice/out/train_id_0/common_voice_en_18549363.wav,7
389,fastspeech2waveglow,nemo,/mnt/sdb1/sbini/Speec-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/synthetics/nemo/na/eng/fastspeech2_waveglow_cmd4.wav,4
864,00b18a411215bc05aa225e473e05770c3150036f8bf80f61c51740a0cb20f4ee97c176fd83c100e8448187b90feb08c79c67e547d7ee1031f34f87d6744e602d,,/mnt/sdb1/sbini/Speec-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/reject_plus_common_voice/out/train_id_0/common_voice_en_23174181.wav,7
816,68411fa11650e159f969ed25070c5535cdfb3cd8162638719b21af527ffe253a1a82829c0238ad09099e2c8a2cc8c4fe9b596a123a5bb74f2aa0fb69dfdaf8ec,,/mnt/sdb1/sbini/Speec-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/reject_plus_common_voice/out/train_id_0/common_voice_en_19654378.wav,7
207,133699592,real,/mnt/sdb1/sbini/Speec-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/commands/133699592/eng/eng_2.wav,2
1310,1cb0b31df88dc555f9b12cb405f0a6162b9f3ca31c165c0b145a8add0358450f6a812e2973820b724169ad85fd444cc4deaf3ae8f1382c3c8db50281390da267,,/mnt/sdb1/sbini/Speec-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/reject_plus_common_voice/out/train_id_0/common_voice_en_18689486.wav,7
919,d169230201d9262daf6a69552cb1a1074b821e50a0d7ec1f1702582c26d3223ea2cd2061cb0ceb06a2bd2a21c43b7a69700b16d3b18f05fb4f6537088f5ea22f,,/mnt/sdb1/sbini/Speec-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/reject_plus_common_voice/out/train_id_0/common_voice_en_20066502.wav,7
116,1506793015,real,/mnt/sdb1/sbini/Speec-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/commands/1506793015/eng/eng_1.wav,1
770,0bfef631bb65c99335c03889730e730ead72e4a6f59d72b6cb8adec2ab2b9e45ca7871246d9af8b89e1a810dca6c39ecf9246c4759b3dc85d9adbef6c1f6e1c5,,/mnt/sdb1/sbini/Speec-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/reject_plus_common_voice/out/train_id_0/common_voice_en_20014469.wav,7
380,tacotron2waveglow,nemo,/mnt/sdb1/sbini/Speec-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/synthetics/nemo/na/eng/tacotron2_waveglow_cmd2.wav,2
982,e1df39f19ffcc786bc16555d6f5960639352a8a3520a24d1de5ceca96365c904d75e8bcbc072fcbd8d10fdb016d24f443e11c11c633519131898cae72e5ad673,,/mnt/sdb1/sbini/Speec-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/reject_plus_common_voice/out/train_id_0/common_voice_en_17909420.wav,7
143,946730582,real,/mnt/sdb1/sbini/Speec-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/commands/946730582/eng/eng_0.wav,0
888,1606ec519a8009c64f572ea40f6c93359681db8a0be86a936f64960febec8b0ab5ed4bdea2e648c80841c2003d849e132f7a07861c7dd86bedf3e6c5f0e1bed8,,/mnt/sdb1/sbini/Speec-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/reject_plus_common_voice/out/train_id_0/common_voice_en_21169794.wav,7
664,1317e7c9f321b4b01ea6273fb07c9fa93842be6a01f1072961d1cc2a65091ffa24ff1b0221f90cb5cc4c7795e83b7834f33176b59048a064f58335fae7aa1938,,/mnt/sdb1/sbini/Speec-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/reject_plus_common_voice/out/train_id_0/common_voice_en_19777262.wav,7
169,2127261933,real,/mnt/sdb1/sbini/Speec-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/commands/2127261933/eng/eng_1.wav,1
551,ConnorNeural,azure,/mnt/sdb1/sbini/Speec-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/synthetics/azure/neural/eng/ConnorNeural_6.wav,6
721,03dbfe76a4e1edc2649a2386b0b13d2addfe64eda6848f2b947ce3d9c6e21039c8a8a687252a7ed853cff9f2ae556ff02a3d5e3f3db86bb4236836e5d93d5921,,/mnt/sdb1/sbini/Speec-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/reject_plus_common_voice/out/train_id_0/common_voice_en_23357292.wav,7
822,dbf6f5a843268f3bc52fa18c5c4c96b25b2f4c430d990ccdfeda5a2a774c29a999b0b9ab41f773212863118c6eadd28c5d6cb1cfc4586b876a0d0634e5a7246d,,/mnt/sdb1/sbini/Speec-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/reject_plus_common_voice/out/train_id_0/common_voice_en_18844083.wav,7
1052,0b07fc646b036633b46bceb08df5ac7a071b4dd9a636fa95853531363b1053919328b6ec1009146fc870d08ad71d163fdccf668b13152112c6e8974234561289,,/mnt/sdb1/sbini/Speec-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/reject_plus_common_voice/out/train_id_0/common_voice_en_19568345.wav,7
814,9dae4f35cf974488e6d7bf081a1fac1e2ffe7f2b0ae5f4c27301ec8f76778209c6a5a6c9240938678559acb2f5856671a0a0b4e1943c49ba280e3c2ceb81b4fa,,/mnt/sdb1/sbini/Speec-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/reject_plus_common_voice/out/train_id_0/common_voice_en_19982900.wav,7
454,SamNeural,azure,/mnt/sdb1/sbini/Speec-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/synthetics/azure/neural/eng/SamNeural_1.wav,1
1180,6e6142de576cab2b1eb0905413ad7ae77469a9c17165eaa4d9c0242b430af8ac573bebd3c3f572634a32db4cce9a0cbcbc4dfc26815d52010e919a2feab404ac,,/mnt/sdb1/sbini/Speec-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/reject_plus_common_voice/out/train_id_0/common_voice_en_20069535.wav,7
1301,7e070722678a0ec42fc941004d9a0a974ad536ccc953c4d93a4cc8e9263e7275c48c6a2594f96707d997eaf6cfc7abc353acacca108cfd288a901760633c60e7,,/mnt/sdb1/sbini/Speec-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/reject_plus_common_voice/out/train_id_0/common_voice_en_21533138.wav,7
1223,d4db878a9f7410323df3587a8337ca5bdad836182e7c7ce05cbafb9e910468d6322e7e9c1a5fb0e2fd12d4ea11a5c71080847b8f6b3bf05c3a0cd3930dc12014,,/mnt/sdb1/sbini/Speec-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/reject_plus_common_voice/out/train_id_0/common_voice_en_20509975.wav,7
630,JamesNeural,azure,/mnt/sdb1/sbini/Speec-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/synthetics/azure/neural/eng/JamesNeural_1.wav,1
1108,e17ccc7b048ec27acdfe32a743fc141e8cb3e9519077905f8052285f7b05925aa69cc2c3157c1196386513c60a620cc59caa6143533febed3b6e19ee6db75c68,,/mnt/sdb1/sbini/Speec-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/reject_plus_common_voice/out/train_id_0/common_voice_en_20278266.wav,7
404,fastspeech2uniglow,nemo,/mnt/sdb1/sbini/Speec-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/synthetics/nemo/na/eng/fastspeech2_uniglow_cmd1.wav,1
1111,ad650c80a4f0b21ee32a46fb0dc897a291e490a0fbec9738c6457e9305c936c92a6d80d26c43536376e372f3c7424381486fe5f586fd1bb692bd37d501dee1b6,,/mnt/sdb1/sbini/Speec-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/reject_plus_common_voice/out/train_id_0/common_voice_en_20261856.wav,7
811,f19e11ad1a4d6f37a3742b0b7e378a448265ebd2f944fd6557659461a44feead016a4d4ab7a0a884664dc88409d017a23d691b1d4c08e19a4d6a3295c1b87ebc,,/mnt/sdb1/sbini/Speec-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/reject_plus_common_voice/out/train_id_0/common_voice_en_19679045.wav,7
142,946730582,real,/mnt/sdb1/sbini/Speec-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/commands/946730582/eng/eng_3.wav,3
957,ae6d6bced1cc9233fc5000a9a912a1cff0ac34ffd3ec0925d5abda8627558937a13deb7e1a15c530699744faaf245511eebafcfa4363ce1af0eff8cbcf0feedb,,/mnt/sdb1/sbini/Speec-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/reject_plus_common_voice/out/train_id_0/common_voice_en_19966114.wav,7
432,fastspeech2squeezewave,nemo,/mnt/sdb1/sbini/Speec-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/synthetics/nemo/na/eng/fastspeech2_squeezewave_cmd1.wav,1
438,JacobNeural,azure,/mnt/sdb1/sbini/Speec-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/synthetics/azure/neural/eng/JacobNeural_2.wav,2
31,719438104,real,/mnt/sdb1/sbini/Speec-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/commands/719438104/eng/eng_1.wav,1
991,e137fe202c77198b9f46f8ac1df1cef4b5b1fa44fabe756de5771a38264cc5861f5f410ceb063823fd802f58a0ebecdcbd1910d615abfe675914f79da871348a,,/mnt/sdb1/sbini/Speec-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/reject_plus_common_voice/out/train_id_0/common_voice_en_23435443.wav,7
1066,9e3c4b48539befe6c4bee25da4c31d42aee9facea45390d44f27964810596696f1dd38c0af29dc590c27dd2f82b37b1f141445421b1d1be2fabb13a718bf14e6,,/mnt/sdb1/sbini/Speec-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/reject_plus_common_voice/out/train_id_0/common_voice_en_19376442.wav,7
536,WilliamNeural,azure,/mnt/sdb1/sbini/Speec-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/synthetics/azure/neural/eng/WilliamNeural_2.wav,2
1225,f40f2e5352d842eb143869963e4b3020037d6af59a245fcce208f6b6e5cf938d58a6590232506d423ead513ee107132e222d096ad2637ca78b706cd8a063e7db,,/mnt/sdb1/sbini/Speec-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/reject_plus_common_voice/out/train_id_0/common_voice_en_18644447.wav,7
522,NatashaNeural,azure,/mnt/sdb1/sbini/Speec-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/synthetics/azure/neural/eng/NatashaNeural_5.wav,5
361,fastspeech2uniglow,nemo,/mnt/sdb1/sbini/Speec-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/synthetics/nemo/na/eng/fastspeech2_uniglow_cmd5.wav,5
1188,c6aa0127cce498fea66b725c196d6ceb1b4c12a9ea6ade18573b93d8f566083a6441223fdf8b48cb75e7100dc665a52cd30c07c1eaec703ad55a06ac9a76c5eb,,/mnt/sdb1/sbini/Speec-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/reject_plus_common_voice/out/train_id_0/common_voice_en_19463236.wav,7
714,f4d904ba0c011cf0ab31c45e1542a7282cfa5bba25317b411d97153e03d707015a55dc5e39d33424b359e515b06e7b0fe8b05e4fd6204b70d02bcc2293244ea8,,/mnt/sdb1/sbini/Speec-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/reject_plus_common_voice/out/train_id_0/common_voice_en_19543881.wav,7
718,050904ca9862043f601e3ac2e1de8a14fb01f97d440f70bda72534d70c6881b321ec37cad3f51e1b483cb8442c627a34876431313f5b82f7042bc967eb40c819,,/mnt/sdb1/sbini/Speec-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/reject_plus_common_voice/out/train_id_0/common_voice_en_20028397.wav,7
188,282273095,real,/mnt/sdb1/sbini/Speec-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/commands/282273095/eng/eng_3.wav,3
540,LeahNeural,azure,/mnt/sdb1/sbini/Speec-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/synthetics/azure/neural/eng/LeahNeural_3.wav,3
1061,03d5f508397735486069b823c61802576558df8f2ad4facc294ded725dcd759ad5a57fb6affba372f7698b2a77767b22fc3220c57f4ba9d041abd3d2a2c4a5a4,,/mnt/sdb1/sbini/Speec-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/reject_plus_common_voice/out/train_id_0/common_voice_en_21538292.wav,7
134,323966352,real,/mnt/sdb1/sbini/Speec-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/commands/323966352/eng/eng_0.wav,0
1027,16f1966388ff7da982fda7bb65948f8d9f27dd964a4f0a8e48efc627b94836e534de6d9904791d4058a58b81b429d95be57ee3bf3a68b670d6d1ccccb85b37a6,,/mnt/sdb1/sbini/Speec-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/reject_plus_common_voice/out/train_id_0/common_voice_en_19944271.wav,7
609,SamNeural,azure,/mnt/sdb1/sbini/Speec-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/synthetics/azure/neural/eng/SamNeural_3.wav,3
1007,8f80dda58717e75127a8265e0d017775dee5ca2462fcbbe4f1928e93a5771f990605a3b99f3830af3f71be203d7c1c593dadde6184041aa977905cd483cf6556,,/mnt/sdb1/sbini/Speec-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/reject_plus_common_voice/out/train_id_0/common_voice_en_18678845.wav,7
527,SamNeural,azure,/mnt/sdb1/sbini/Speec-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/synthetics/azure/neural/eng/SamNeural_0.wav,0
610,LunaNeural,azure,/mnt/sdb1/sbini/Speec-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/synthetics/azure/neural/eng/LunaNeural_3.wav,3
249,696351228,real,/mnt/sdb1/sbini/Speec-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/commands/696351228/eng/eng_1.wav,1
661,GuyNeural,azure,/mnt/sdb1/sbini/Speec-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/synthetics/azure/neural/eng/GuyNeural_1.wav,1
1212,13b74f9fdcfb228bd5cb993dc70fb86eed2de65d4b7f668ab7679a7f6daf73e9aa775dd43e5299f963442fc9af5ecef234d7b688a8a1c3628568fc3956cf5ebf,,/mnt/sdb1/sbini/Speec-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/reject_plus_common_voice/out/train_id_0/common_voice_en_19674349.wav,7
341,tacotron2squeezewave,nemo,/mnt/sdb1/sbini/Speec-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/synthetics/nemo/na/eng/tacotron2_squeezewave_cmd2.wav,2
299,1314783113,real,/mnt/sdb1/sbini/Speec-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/commands/1314783113/eng/eng_0.wav,0
989,0d0a6fc2726379292acb3a8d1944eaf6f4923d3ca280dc48995268a8ff24a6a392890a8bdeec858f3f255620711f25dc52b5899b136a743eb50dc838b61a8dbe,,/mnt/sdb1/sbini/Speec-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/reject_plus_common_voice/out/train_id_0/common_voice_en_20244682.wav,7
838,20f67c7e90bf7f51151a06ec9c8bf351f89db33a5943d8509ceffde33cc4fd87bdb408c256c90d047b84c7b8560770d5ad191cb9020f012afa36fe6a026c4fba,,/mnt/sdb1/sbini/Speec-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/reject_plus_common_voice/out/train_id_0/common_voice_en_19981744.wav,7
1290,b19d2b966fb495d6ad7394bf02ddf67994f49c855704f370fe9e1c20c3ec12a02d04f243fa290e3e7723570d7b3cbb2765c8a5984a5c3ea68d0f2de7a42e0922,,/mnt/sdb1/sbini/Speec-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/reject_plus_common_voice/out/train_id_0/common_voice_en_19799854.wav,7
103,1770776685,real,/mnt/sdb1/sbini/Speec-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/commands/1770776685/eng/eng_2.wav,2
671,e3d34559ce0ae282033d74dc808a0fbe62615759f880aa21ed7f473ce745497a05f218a6284b9b53bbd25fa70f9510f348b45179dc70875ee9ec84128118e0ac,,/mnt/sdb1/sbini/Speec-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/reject_plus_common_voice/out/train_id_0/common_voice_en_20235885.wav,7
1279,0661cd3edebf30a1d25a2a4591e1471884e5295ddc9442c6347e8500f8e35cd432026595557179859168017a0fa143943851c63d3623e57bf4e28d232ad845e2,,/mnt/sdb1/sbini/Speec-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/reject_plus_common_voice/out/train_id_0/common_voice_en_23342613.wav,7
402,glowttsuniglow,nemo,/mnt/sdb1/sbini/Speec-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/synthetics/nemo/na/eng/glowtts_uniglow_cmd4.wav,4
368,tacotron2squeezewave,nemo,/mnt/sdb1/sbini/Speec-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/synthetics/nemo/na/eng/tacotron2_squeezewave_cmd1.wav,1
632,BrandonNeural,azure,/mnt/sdb1/sbini/Speec-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/synthetics/azure/neural/eng/BrandonNeural_4.wav,4
1224,06f494d145b35f70f83be7c0996786ca2b474cf5cb4568bf9019e2aeae6b907a2aa4a744b6e9b5d0ee651ec41405a6950cff3cc42da9e1b791f108963eb706a8,,/mnt/sdb1/sbini/Speec-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/reject_plus_common_voice/out/train_id_0/common_voice_en_21240349.wav,7
685,204bdea89cadf887013f5a1ba15f6e1abe49ea45c41c0ba0d4a6666d0a60f7387866151b8cf345d413eb6c54468615657e591a3056b8c9e134f3fa3aafadd2de,,/mnt/sdb1/sbini/Speec-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/reject_plus_common_voice/out/train_id_0/common_voice_en_19738568.wav,7
30,697081431,real,/mnt/sdb1/sbini/Speec-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/commands/697081431/eng/eng_0.wav,0
244,296821092,real,/mnt/sdb1/sbini/Speec-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/commands/296821092/eng/eng_1.wav,1
315,fastspeech2melgan,nemo,/mnt/sdb1/sbini/Speec-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/synthetics/nemo/na/eng/fastspeech2_melgan_cmd6.wav,6
269,29503691,real,/mnt/sdb1/sbini/Speec-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/commands/29503691/eng/eng_0.wav,0
479,AriaNeural,azure,/mnt/sdb1/sbini/Speec-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/synthetics/azure/neural/eng/AriaNeural_2.wav,2
542,EricNeural,azure,/mnt/sdb1/sbini/Speec-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/synthetics/azure/neural/eng/EricNeural_2.wav,2
532,ClaraNeural,azure,/mnt/sdb1/sbini/Speec-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/synthetics/azure/neural/eng/ClaraNeural_1.wav,1
1058,86c856495cd9b34b2b2bb4264972fb43ef4ec5de9aa4a225357b2e48f8a00b27973ccb86a40ca16c6cb536ef30d9f42989e952272372b99033826a32936154d0,,/mnt/sdb1/sbini/Speec-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/reject_plus_common_voice/out/train_id_0/common_voice_en_19671515.wav,7
157,2118597066,real,/mnt/sdb1/sbini/Speec-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/commands/2118597066/eng/eng_1.wav,1
571,ConnorNeural,azure,/mnt/sdb1/sbini/Speec-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/synthetics/azure/neural/eng/ConnorNeural_1.wav,1
447,ElizabethNeural,azure,/mnt/sdb1/sbini/Speec-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/synthetics/azure/neural/eng/ElizabethNeural_5.wav,5
1278,0dcf068eee507c52c1f2557193380259c3fcd98d7170c266f9a5955eef08e0bc22456a94f85d348ee68ff77e0c0b07cfffea120f6bb183730981cbe294e30b86,,/mnt/sdb1/sbini/Speec-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/reject_plus_common_voice/out/train_id_0/common_voice_en_19966373.wav,7
946,e13619cf5cc81056c38112d0600f7902a9825acd6e56bb48238ca4229bcae401df499a757bbc1ff27cf293a3a7dd26729240a933c4cbd7a54061ae259b2a3b39,,/mnt/sdb1/sbini/Speec-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/reject_plus_common_voice/out/train_id_0/common_voice_en_22962146.wav,7
376,fastspeech2waveglow,nemo,/mnt/sdb1/sbini/Speec-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/synthetics/nemo/na/eng/fastspeech2_waveglow_cmd0.wav,0
1235,f60f7b2b580088a2fd40b2c33aff8470d51b19746deed127bcc2bfdb77b9261748ca439050d2aca4a0b790b0e7074573c39b708c78b86e954f612cdaaad5bbef,,/mnt/sdb1/sbini/Speec-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/reject_plus_common_voice/out/train_id_0/common_voice_en_19633016.wav,7
891,8880e49114ce5168b912dda8748eb44a9444dc55caf9e93cf69dd09cafa4e6fdb7c9db2b288598e076f43d10779bf3a3ce453f2995abf29970de7634877cb64d,,/mnt/sdb1/sbini/Speec-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/reject_plus_common_voice/out/train_id_0/common_voice_en_20274140.wav,7
139,946730582,real,/mnt/sdb1/sbini/Speec-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/commands/946730582/eng/eng_4.wav,4
225,1863268171,real,/mnt/sdb1/sbini/Speec-Command_Interaction/Model_Augmentation/dataset/FELICE_demo7/commands/1863268171/eng/eng_1.wav,1
